wijkcode,wijknaam,aantal_lantaarns,Totaal misdrijven,wijkcode_clean,AfstandTotHuisartsenpraktijk_5,AfstandTotHuisartsenpost_9,AfstandTotApotheek_10,AfstandTotZiekenhuis_11,AfstandTotZiekenhuis_15,AfstandTotGroteSupermarkt_24,AfstandTotOvDagelLevensmiddelen_28,AfstandTotWarenhuis_32,AfstandTotCafeED_36,AfstandTotCafetariaED_40,AfstandTotRestaurant_44,AfstandTotHotelED_48,AfstandTotKinderdagverblijf_52,AfstandTotBuitenschoolseOpvang_56,AfstandTotSchool_60,AfstandTotSchool_64,AfstandTotSchool_68,AfstandTotSchool_72,AfstandTotOpritHoofdverkeersweg_89,AfstandTotTreinstationsTotaal_90,AfstandTotBelangrijkOverstapstation_91,AfstandTotBibliotheek_92,AfstandTotZwembad_93,AfstandTotKunstijsbaan_94,AfstandTotMuseum_95,AfstandTotPodiumkunstenTotaal_99,AfstandTotPoppodium_103,AfstandTotBioscoop_104,AfstandTotSauna_108,AfstandTotZonnebank_109,AfstandTotAttractie_110,AfstandTotBrandweerkazerne_114,inwoners,oppervlakte_ha,oppervlakte_km2,aantal_bomen,Misdrijven_per_1000_inwoners,Lights_per_km2,Trees_per_km2,min_dist_nightlife,mean_dist_nightlife,min_dist_mobility,mean_dist_mobility,min_dist_retail_daily,mean_dist_retail_daily,min_dist_education_youth,mean_dist_education_youth,min_dist_culture_sport_public,mean_dist_culture_sport_public,min_dist_emergency_health,mean_dist_emergency_health
WK0363NN,Tuindorp Nieuwendam,735,11.0,wk0363nn,0.4,3.2,0.5,3.2,3.2,0.9,0.3,1.6,0.6,0.5,0.3,1.6,0.3,0.5,0.7,1.2,1.2,1.5,2.0,6.0,6.0,0.9,2.6,7.8,2.1,3.7,3.7,1.8,2.7,1.6,5.8,1.4,3465,47.0,0.47,1409,3.1746031746031744,1563.8297872340427,2997.872340425532,0.3,1.4166666666666667,2.0,4.666666666666667,0.3,0.9333333333333332,0.3,0.9,0.9,3.816666666666667,0.4,1.9833333333333332
WK0363NP,Noordelijke IJ-oevers-Oost,243,14.0,wk0363np,0.6,3.5,0.6,3.5,3.5,0.2,0.4,2.4,0.2,0.3,0.1,0.4,0.3,0.2,0.6,0.8,0.8,0.9,3.6,4.8,4.8,1.3,2.3,7.7,0.8,2.4,2.4,0.6,0.8,2.8,4.6,3.3,400,111.0,1.11,459,35.0,218.9189189189189,413.5135135135135,0.1,0.6666666666666666,3.6,4.3999999999999995,0.2,1.0,0.2,0.6,0.8,3.1833333333333336,0.6,2.5
WK0363NQ,Waterland,1005,14.0,wk0363nq,2.4,6.3,3.6,6.3,6.3,2.2,3.4,4.8,3.6,3.1,1.7,2.8,1.9,1.4,2.0,3.8,3.8,5.0,2.7,7.1,8.0,3.7,6.0,8.1,5.5,6.3,6.6,5.0,5.8,4.5,8.0,3.7,2410,2774.0,27.74,3952,5.809128630705394,36.22927180966114,142.46575342465755,1.7,3.8000000000000003,2.7,5.933333333333334,2.2,3.4666666666666663,1.4,2.983333333333333,3.7,6.266666666666666,2.4,4.766666666666667
WK0363SA,Driemond,381,4.0,wk0363sa,2.6,7.4,2.6,3.9,7.4,2.9,2.8,3.0,2.9,0.4,2.3,2.5,0.3,0.3,0.4,3.0,3.0,3.2,0.7,3.6,3.6,2.9,2.6,8.3,3.1,3.3,9.5,7.6,2.6,5.9,5.0,0.4,1690,223.0,2.23,1385,2.366863905325444,170.85201793721973,621.0762331838565,0.4,4.2,0.7,2.6333333333333333,2.8,2.9,0.3,1.7,2.6,4.2,0.4,4.05
WK0363SB,Bloemendalerpolder,925,6.0,wk0363sb,1.1,11.0,2.0,1.1,11.0,2.1,1.9,2.5,2.1,1.2,1.6,2.1,0.7,0.7,1.9,2.2,2.2,2.2,2.8,1.5,1.5,2.6,4.5,12.3,2.7,2.1,13.6,11.1,4.5,10.0,9.0,2.9,4150,385.0,3.85,1847,1.4457831325301205,240.25974025974025,479.7402597402597,1.2,5.283333333333334,1.5,1.9333333333333333,1.9,2.1666666666666665,0.7,1.6500000000000001,2.1,5.533333333333334,1.1,4.8500000000000005
WK0363SC,Weesp-Noordwest,1174,28.0,wk0363sc,0.6,9.7,0.6,1.4,9.7,0.6,0.6,1.3,1.1,0.4,0.4,0.8,0.4,0.5,0.5,0.7,0.7,0.7,1.5,1.2,1.2,1.4,3.2,11.3,1.6,1.0,12.6,9.8,3.2,9.0,8.0,1.9,7930,195.0,1.95,2537,3.530895334174023,602.0512820512821,1301.025641025641,0.4,4.183333333333334,1.2,1.3,0.6,0.8333333333333334,0.4,0.5833333333333334,1.0,4.416666666666667,0.6,3.983333333333333
WK0363SD,Weesp Binnenstad/Zuid,820,22.0,wk0363sd,0.7,9.3,0.6,1.3,9.3,0.7,0.5,0.8,0.5,0.5,0.4,0.8,0.6,0.6,0.6,0.8,0.8,1.2,1.0,1.1,1.1,0.7,2.8,10.9,0.7,0.8,12.2,9.5,2.8,8.6,7.7,0.9,5615,141.0,1.41,1973,3.918076580587711,581.5602836879433,1399.2907801418442,0.4,3.983333333333334,1.0,1.0666666666666667,0.5,0.6666666666666666,0.6,0.7666666666666666,0.7,3.9333333333333336,0.6,3.6833333333333336
WK0363SE,Aetsveld/Oostelijke Vechtoever,856,11.0,wk0363se,1.0,9.6,1.4,2.6,9.6,1.0,1.6,1.9,1.0,1.0,1.0,2.1,1.0,0.9,1.0,1.8,1.8,2.3,0.7,2.4,2.4,1.7,3.1,11.2,1.8,2.0,12.2,9.5,3.1,8.7,7.9,1.6,4385,1696.0,16.96,2803,2.508551881413911,50.471698113207545,165.27122641509433,1.0,4.466666666666667,0.7,1.8333333333333333,1.0,1.5,0.9,1.4666666666666668,1.7,4.616666666666667,1.0,4.3
WK0363TA,Amstel III/Bullewijk,2130,139.0,wk0363ta,0.5,1.0,1.1,1.0,1.0,0.8,0.5,3.0,1.5,0.6,0.4,1.0,0.6,1.3,1.4,2.5,2.5,2.5,1.0,1.0,4.5,2.9,2.9,8.4,5.6,2.7,8.4,2.6,6.4,6.7,3.1,3.0,3545,527.0,5.27,3606,39.21015514809591,404.1745730550285,684.2504743833017,0.4,2.4166666666666665,1.0,2.1666666666666665,0.5,1.4333333333333333,0.6,1.8,2.7,4.266666666666667,0.5,1.2666666666666666
WK0363TB,Venserpolder,920,35.0,wk0363tb,0.6,4.5,0.6,4.5,4.5,0.7,0.6,1.9,1.4,0.5,0.6,1.2,0.4,0.7,0.7,0.7,0.7,1.3,2.2,1.1,1.1,1.8,1.9,4.8,4.3,2.1,6.1,2.7,2.7,3.0,2.7,2.8,8515,82.0,0.82,2309,4.110393423370522,1121.9512195121952,2815.8536585365855,0.5,2.0833333333333335,1.1,1.4666666666666668,0.6,1.0666666666666667,0.4,0.75,1.8,2.9333333333333336,0.6,2.9166666666666665
WK0363TC,Amsterdamse Poort e.o.,1703,136.0,wk0363tc,0.4,3.8,0.5,3.8,3.8,0.7,0.4,1.1,1.0,0.5,0.4,0.8,0.5,0.7,0.6,0.9,1.0,0.9,2.0,1.4,2.0,1.0,1.0,5.4,4.6,1.1,6.7,2.2,3.4,3.7,2.8,2.4,8260,152.0,1.52,3869,16.46489104116223,1120.3947368421052,2545.3947368421054,0.4,1.9333333333333336,1.4,1.8,0.4,0.7333333333333334,0.5,0.7666666666666666,1.0,2.65,0.4,2.4499999999999997
WK0363TD,H-buurt,1016,39.0,wk0363td,0.6,2.7,1.1,2.7,2.7,1.0,0.9,1.2,1.1,0.9,0.6,0.9,0.5,0.8,0.8,2.0,2.0,2.0,1.6,1.3,3.0,1.2,1.1,6.6,5.4,1.0,7.9,2.0,4.6,4.9,2.9,2.0,7590,81.0,0.81,2493,5.138339920948616,1254.320987654321,3077.7777777777774,0.6,2.2333333333333334,1.3,1.9666666666666668,0.9,1.0333333333333332,0.5,1.3499999999999999,1.0,3.033333333333333,0.6,1.9666666666666668
WK0363TE,Ganzenhoef e.o.,1351,52.0,wk0363te,0.6,4.8,0.7,4.8,4.8,0.7,0.6,2.0,1.6,0.6,0.5,1.7,0.4,0.6,0.9,0.9,0.9,0.9,2.2,2.0,2.9,2.0,1.7,4.9,4.6,1.8,6.2,3.3,2.8,3.0,2.2,2.5,7715,83.0,0.83,2519,6.740116655865198,1627.710843373494,3034.9397590361446,0.5,2.3166666666666664,2.0,2.3666666666666667,0.6,1.0999999999999999,0.4,0.7666666666666666,1.7,2.866666666666667,0.6,3.033333333333333
WK0363TF,Geerdinkhof/Kantershof,1463,19.0,wk0363tf,0.6,5.0,1.0,5.0,5.0,1.1,0.9,2.9,1.4,0.9,0.9,1.9,0.3,0.4,0.4,1.8,1.8,1.8,1.9,2.9,4.3,2.9,2.6,5.8,5.6,2.7,7.1,4.2,3.7,3.8,2.8,2.9,7160,171.0,1.71,6556,2.6536312849162007,855.5555555555555,3833.918128654971,0.9,2.733333333333333,1.9,3.033333333333333,0.9,1.6333333333333335,0.3,1.0833333333333333,2.6,3.733333333333333,0.6,3.25
WK0363TG,Bijlmermuseum,878,46.0,wk0363tg,0.3,4.2,0.4,4.2,4.2,0.4,0.3,2.4,1.0,0.4,0.4,1.4,0.3,0.4,0.9,1.4,1.4,1.4,1.5,2.8,4.1,2.3,2.2,6.1,5.7,2.1,7.3,3.6,3.9,4.0,3.0,2.1,7785,58.0,0.58,2472,5.908798972382788,1513.793103448276,4262.068965517242,0.4,2.35,1.5,2.7999999999999994,0.3,1.0333333333333332,0.3,0.9666666666666668,2.1,3.566666666666667,0.3,2.5666666666666664
WK0363TH,K-buurt,1308,29.0,wk0363th,0.5,4.0,0.8,4.0,4.0,0.9,0.7,2.5,1.0,0.9,0.9,1.5,0.6,0.8,1.1,1.5,1.5,1.5,1.3,3.0,4.1,2.4,2.3,6.3,5.8,2.2,7.6,3.7,4.2,4.3,3.3,1.8,7440,96.0,0.96,2999,3.897849462365591,1362.5,3123.9583333333335,0.9,2.5999999999999996,1.3,2.7999999999999994,0.7,1.3666666666666665,0.6,1.1666666666666667,2.2,3.716666666666667,0.5,2.5166666666666666
WK0363TJ,Holendrecht,1905,40.0,wk0363tj,0.9,1.4,0.9,1.4,1.4,0.7,0.8,2.8,1.0,0.7,0.8,2.1,0.5,0.7,0.8,1.7,1.7,1.7,1.8,0.9,4.6,2.5,2.6,8.1,6.6,2.5,9.1,3.5,6.1,6.4,2.9,2.4,9500,139.0,1.39,5415,4.2105263157894735,1370.5035971223022,3895.6834532374105,0.7,2.8666666666666667,0.9,2.433333333333333,0.7,1.4333333333333333,0.5,1.1833333333333333,2.5,4.199999999999999,0.9,1.4000000000000001
WK0363TK,Nellestein,1059,18.0,wk0363tk,0.9,3.5,1.5,3.5,3.5,1.7,1.4,2.9,1.6,1.0,1.7,1.0,0.8,0.4,0.8,2.0,2.0,2.0,0.6,3.0,4.7,2.8,2.7,7.1,5.9,2.6,8.4,4.1,5.0,5.3,2.6,0.6,3115,274.0,2.74,2767,5.778491171749599,386.49635036496346,1009.8540145985401,1.0,2.9666666666666663,0.6,2.766666666666667,1.4,2.0,0.4,1.3333333333333333,2.6,3.9500000000000006,0.6,2.25
WK0363TL,Reigersbos,1743,37.0,wk0363tl,1.0,2.5,1.0,2.5,2.5,0.9,0.8,3.5,1.0,1.0,0.9,2.8,0.8,0.9,0.9,1.5,1.5,1.5,2.2,2.3,5.7,1.5,3.7,8.7,7.5,3.6,9.8,4.6,6.8,7.1,2.6,2.3,8540,133.0,1.33,2917,4.332552693208431,1310.5263157894735,2193.2330827067667,0.9,3.35,2.2,3.4,0.8,1.7333333333333334,0.8,1.1833333333333333,1.5,4.6000000000000005,1.0,1.9666666666666668
WK0363TM,Gein,2201,33.0,wk0363tm,0.8,3.5,0.9,3.5,3.5,1.0,0.9,4.3,2.0,0.9,1.0,3.4,0.7,0.7,0.7,2.1,2.1,2.1,2.5,3.0,6.1,2.2,4.1,8.7,8.0,4.0,9.9,5.4,6.8,7.0,1.3,2.3,11220,192.0,1.92,3891,2.941176470588235,1146.3541666666667,2026.5625,0.9,3.766666666666667,2.5,3.8666666666666667,0.9,2.0666666666666664,0.7,1.3999999999999997,1.3,4.716666666666667,0.8,2.4166666666666665
