ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;Binnen1Km_6;Binnen3Km_7;Binnen5Km_8;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;Binnen5Km_12;Binnen10Km_13;Binnen20Km_14;AfstandTotZiekenhuis_15;Binnen5Km_16;Binnen10Km_17;Binnen20Km_18;AfstandTotGroteSupermarkt_24;Binnen1Km_25;Binnen3Km_26;Binnen5Km_27;AfstandTotOvDagelLevensmiddelen_28;Binnen1Km_29;Binnen3Km_30;Binnen5Km_31;AfstandTotWarenhuis_32;Binnen5Km_33;Binnen10Km_34;Binnen20Km_35;AfstandTotCafeED_36;Binnen1Km_37;Binnen3Km_38;Binnen5Km_39;AfstandTotCafetariaED_40;Binnen1Km_41;Binnen3Km_42;Binnen5Km_43;AfstandTotRestaurant_44;Binnen1Km_45;Binnen3Km_46;Binnen5Km_47;AfstandTotHotelED_48;Binnen5Km_49;Binnen10Km_50;Binnen20Km_51;AfstandTotKinderdagverblijf_52;Binnen1Km_53;Binnen3Km_54;Binnen5Km_55;AfstandTotBuitenschoolseOpvang_56;Binnen1Km_57;Binnen3Km_58;Binnen5Km_59;AfstandTotSchool_60;Binnen1Km_61;Binnen3Km_62;Binnen5Km_63;AfstandTotSchool_64;Binnen3Km_65;Binnen5Km_66;Binnen10Km_67;AfstandTotSchool_68;Binnen3Km_69;Binnen5Km_70;Binnen10Km_71;AfstandTotSchool_72;Binnen3Km_73;Binnen5Km_74;Binnen10Km_75;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;Binnen5Km_96;Binnen10Km_97;Binnen20Km_98;AfstandTotPodiumkunstenTotaal_99;Binnen5Km_100;Binnen10Km_101;Binnen20Km_102;AfstandTotPoppodium_103;AfstandTotBioscoop_104;Binnen5Km_105;Binnen10Km_106;Binnen20Km_107;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;Binnen10Km_111;Binnen20Km_112;Binnen50Km_113;AfstandTotBrandweerkazerne_114
1481;WK0363KG  ;Amsterdam                               ;Wijk      ;WK0363KG  ;2;0.6;3.6;43.2;107.4;2.1;0.6;2.1;2.6;8;11.8;2.1;1.6;7;8.8;0.5;7.3;61.6;144.6;0.3;33.3;320.1;887.1;1.4;11.8;24;34.5;0.4;14.4;210.1;585.8;0.3;22.6;266;719.7;0.3;66.3;771.8;1838;0.6;366.6;441.8;509.4;0.3;16.1;100.7;260.8;0.3;6.1;44.9;126.6;0.8;2.3;30.3;73.6;0.6;23.3;43.8;81.3;0.6;12.9;28.8;59.3;0.6;18.8;32.2;56.3;2.1;1.7;3.4;0.7;1.7;4.2;0.9;42;50;58.4;0.9;31.5;51.8;58.8;2.5;1.4;8.4;14;17.6;3.2;0.5;2.7;7.1;12;63;1.9
1482;BU0363KG01;Amsterdam                               ;Buurt     ;BU0363KG01;2;0.4;3.8;39.1;110.3;2.5;0.7;2.5;3;8;11.3;2.5;2;7;8.3;0.5;6.5;55.7;146;0.4;43.2;286.6;895.4;1.3;11.2;24;34;0.3;14.2;171;586.6;0.5;18.9;233.8;717;0.3;69.5;704.7;1837;0.6;363.1;441.2;509.3;0.5;18;95.7;270.2;0.4;6.7;41.5;128.5;0.7;2.3;30.6;75.3;0.6;24.5;44.8;81.6;0.6;12.8;29.8;59.6;0.6;20.1;33;56.6;1.8;1.8;2.9;1.1;1.7;4.6;0.6;41.9;50;57.5;1.2;30.4;51.4;58;2.6;1;8.4;14;17;3.3;0.7;3.2;7;12;63;2.1
1483;BU0363KG02;Amsterdam                               ;Buurt     ;BU0363KG02;2;0.6;3.1;42.3;108;2;0.5;2;2.5;8;12;2;1.5;7;9;0.4;7.9;61.9;145.5;0.3;31.8;331.9;894.6;1.4;12.1;24;34.5;0.3;15.5;223.8;589;0.2;24.8;275.6;725.1;0.3;69.4;794.6;1853;0.7;368.3;441.8;509.5;0.2;16;99.6;261.6;0.3;6.7;44;125.9;0.8;2.6;29.2;73.3;0.7;22.3;43.7;81.2;0.7;12.4;28.7;59.2;0.7;18.2;32.2;56.2;2.2;1.8;3.6;0.6;1.8;4.2;0.9;42;50;58.4;0.8;32.1;52;58.8;2.5;1.5;8.5;14;17.6;3.2;0.4;2.6;7.1;12;63;2
1484;BU0363KG03;Amsterdam                               ;Buurt     ;BU0363KG03;2;0.7;4;46.9;104.8;1.8;0.5;1.8;2.4;8;12;1.8;1.4;7;9;0.6;7.2;65.3;142.8;0.4;27.8;333.2;874.6;1.5;12;24;34.7;0.5;13.5;225.4;582.3;0.3;23.2;280.3;716.9;0.3;61.2;799;1825;0.5;367.4;442.2;509.3;0.2;14.8;105.1;253.4;0.4;5.2;48.2;125.9;0.9;2.1;31.2;72.7;0.5;23.2;43.1;81.3;0.5;13.5;28.1;59.3;0.5;18.5;31.8;56.3;2.3;1.5;3.7;0.5;1.6;3.8;1.2;42;50;59;0.9;31.9;52;59.4;2.6;1.7;8.2;14;18.1;3.3;0.5;2.5;7.1;12;63;1.6
1485;WK0363KH  ;Amsterdam                               ;Wijk      ;WK0363KH  ;2;0.7;1.9;30.4;98.1;1.8;0.6;1.8;4.5;6;14;1.8;3.8;5;10;0.3;5.5;42.2;129.5;0.3;23.3;227.8;711.1;1.3;8.9;21.3;39.2;0.3;5.2;71.9;400.8;0.3;17.7;150.9;563;0.2;40.9;438;1453;0.7;258.5;444.9;527.4;0.3;10.3;102.9;264.3;0.3;8.2;46.5;132.2;0.4;4;27.2;78.5;0.8;18.9;41.3;76.8;0.8;10.9;28.8;56.4;0.8;16;33.3;53.8;1.2;1.6;1.6;0.9;2.9;6.9;2.3;23.7;48.7;68.4;1.4;27.8;47.1;62;3.6;2.7;7.8;13.5;18.9;2.2;1;3.7;7.8;13.2;64.9;2.2
1486;BU0363KH01;Amsterdam                               ;Buurt     ;BU0363KH01;2;0.6;3.4;37.9;105;2.1;0.5;2.1;5;6;14;2.1;4;5;10;0.2;9.3;46;143.2;0.3;37.3;274;814.7;1.4;10;21.4;40;0.4;9.8;107.1;490.1;0.2;23.8;199.5;662.3;0.2;68.9;569.2;1648;0.6;308.2;445.2;528.7;0.2;18.1;111.3;279.7;0.3;7.6;56.4;139.6;0.3;4.9;31.2;84.8;0.3;20.6;44;79.9;0.3;12;31.9;58.3;0.3;16.6;35.1;55.1;1.5;1.9;1.9;1;2.6;7;1.8;29.6;49.5;69;1.3;30.1;48.3;63;3.2;2.7;8.8;14;19;2.5;0.5;3.4;8;14.7;65;1.7
1487;BU0363KH02;Amsterdam                               ;Buurt     ;BU0363KH02;2;1;0.3;25.4;92.7;1.5;0.8;1.5;3.5;6;14;1.5;3.3;5;10;0.4;4.1;32.8;121;0.5;17.5;159.9;647.8;1.5;8;20.1;39;0.4;4;53;346;0.4;13.7;109.4;496.4;0.2;31.5;335.8;1336;0.6;218.5;441.9;526.4;0.1;7.4;87.8;254.8;0.3;8;40;126.9;0.8;3.5;22.1;74.8;1;16.2;39.1;75.2;1;8.2;27.1;55.2;1;14.4;31.1;53.2;0.9;2;2;0.3;3.2;7.2;2.6;16.3;48;68.1;1.8;25.5;46.5;61.7;4;3.1;7.1;13;19;2.6;1.1;4;7.3;13;65;2.3
1488;BU0363KH03;Amsterdam                               ;Buurt     ;BU0363KH03;2;0.4;2.2;33.8;101.7;1.8;0.4;1.8;5;6;14;1.8;4;5;10;0.2;7.3;46.3;134.8;0.2;30.7;256.9;744;1.1;9.5;21.8;39.7;0.4;7.2;82.4;423.4;0.1;23.1;169.2;595.7;0.2;57.4;479.9;1509;0.8;275;446.1;528.9;0.3;13.8;111.9;275.6;0.3;9.9;50.7;138.8;0.3;4.9;30.1;82.3;0.7;19.8;43.8;77.4;0.7;11.8;30.9;57;0.7;16.5;35.7;54.1;1.2;1.6;1.6;1;2.7;6.7;2.1;26.8;49;69;1.3;29;47;63;3.5;2.6;8;13.8;19;2.2;0.8;3.7;8;13.1;65;2
1489;BU0363KH04;Amsterdam                               ;Buurt     ;BU0363KH04;2;0.4;2.1;35.1;105.6;2;0.4;2;5;6;14;2;4;5;10;0.3;6.8;50;138.9;0.2;26.2;279.7;788.9;1.1;10;22;39.6;0.6;6.4;89;463.3;0.2;20.1;187.3;645.1;0.2;49.3;530.3;1592;0.9;300;446.9;528.8;0.2;11.2;116.4;276.1;0.2;8.4;51.7;140.8;0.3;4.8;30.6;83.5;0.7;20.3;43.8;78.5;0.7;12;30.8;57.1;0.7;16.7;35.8;54.6;1.4;1.5;1.5;1.2;2.5;6.6;1.9;31.4;49.2;69;1;29.8;47.4;62.9;3.3;2.4;8.4;14;19;2.2;0.9;3.7;8;13;64.8;2.1
1490;BU0363KH05;Amsterdam                               ;Buurt     ;BU0363KH05;2;0.6;2.4;29.5;98;1.8;0.4;1.8;4.8;6;14;1.8;4;5;10;0.2;4.3;43.6;128.3;0.2;20;233.9;699;1.1;8.5;21.5;39;0.2;3.6;66.4;392.8;0.2;15.9;147.3;550.7;0.1;30.6;432.2;1437;0.6;255.9;446;527.6;0.3;8.5;104.8;261.4;0.3;8;45.9;129.4;0.3;3.6;27.6;77.1;0.8;19.8;40.7;77;0.8;11.8;28;56.7;0.8;16.9;32.7;54.1;1.2;1.3;1.3;1.1;2.8;6.7;2.4;23.4;48.8;68.6;1.2;28.4;47.1;61.4;3.6;2.7;7.9;13.6;18.7;2;1.1;3.6;8;13;64.7;2.4
1491;BU0363KH06;Amsterdam                               ;Buurt     ;BU0363KH06;2;1.5;0;12.8;64.2;1.5;1.8;1.5;1.8;6;14;1.5;1.8;5;10;1.2;0;18.4;90.8;1;0.9;81.2;456.1;2.4;6;20;36.1;0.6;1;23.2;208.6;0.9;2.5;62;325.7;1;0.8;169.1;942;0.4;140.3;434.9;512.3;0.6;1.4;46.6;199.6;0.2;2.4;21.5;102;1;0.7;13.2;58.2;1;10.7;29;65.7;1;4.6;18.7;48.4;1;9.9;22.5;46.7;0.9;2.2;2.2;1.6;4.1;8;3.5;7.2;47.1;59.7;2.1;14.8;46;58.8;4.9;3.9;4;12;18;2.6;2;4.2;6;13;65;3.2
1492;WK0363KJ  ;Amsterdam                               ;Wijk      ;WK0363KJ  ;2;0.4;3.5;38.9;115.1;2.7;0.5;2.7;4.5;6.8;13.6;2.7;3.5;5.8;9.9;0.5;4.1;64.1;151.3;0.4;24.7;323.7;899.8;0.6;10.6;22.2;36.6;0.9;1.8;149.8;577.7;0.4;12;245.5;719.3;0.4;23.5;729.4;1832;0.5;354.3;447.2;520.1;0.4;8;130.3;285.2;0.5;5;54;142.5;0.6;4.6;34.1;83.9;0.4;24.5;42.4;80;1;14;28.6;58;0.4;19.7;33.8;56;1.9;1.5;1.5;1.1;1.9;5.9;1.5;38.5;50;64.9;0.7;30.2;50.1;60.4;2.7;1.8;9.1;14;18;2.1;1.1;3.3;7.1;13;63.1;2.2
1493;BU0363KJ01;Amsterdam                               ;Buurt     ;BU0363KJ01;2;0.9;3.2;37;113.1;2.7;0.8;2.7;4.8;6.6;13.5;2.7;3.8;5.6;10;0.7;3.1;60;150.1;0.4;20;311.2;899.6;1.1;10.7;22;37.2;1;0.6;146.7;580.3;0.6;9.7;238.1;717.3;0.7;20.2;707.9;1830;0.5;354.3;446.6;522.6;0.5;7.4;125.6;283.3;0.5;4.6;52.5;140.3;0.7;6.3;31.8;82.6;0.5;21.5;42.5;80;1.3;11.3;28.9;58;0.5;17.8;34.4;56;2.1;2;2;1.2;2.1;6.2;1.4;37.5;50;66.3;0.5;30.4;49.9;61;2.8;1.9;9.2;14;18.3;2.5;1.4;3.8;7.5;13;63;2.3
1494;BU0363KJ02;Amsterdam                               ;Buurt     ;BU0363KJ02;2;0.6;4.1;41.1;119.3;2.8;0.6;2.8;4.7;6.7;13.5;2.8;3.7;5.7;10;0.6;4.1;69;156.3;0.4;29.6;349.8;935.4;0.7;10.8;22.3;36.6;0.9;1.7;171.5;607.7;0.4;14.2;267.2;743.1;0.4;27.1;799.7;1899;0.4;366.9;446.9;521.1;0.3;8.7;137.2;292.3;0.3;5.1;57.4;144.8;0.5;6.6;34.9;85.5;0.3;23.8;43.1;80;1.1;12.8;29.1;58;0.3;19.3;34.6;56;2.1;1.7;1.7;0.9;1.8;6;1.3;39;50;65;0.5;31.1;50.2;60.7;2.6;1.7;9.4;14;18.1;2.3;1.2;3.4;7.3;13;63;2.1
1495;BU0363KJ03;Amsterdam                               ;Buurt     ;BU0363KJ03;2;0.5;3;37.8;114;2.6;0.5;2.6;4.8;6.6;13.9;2.6;3.8;5.6;10;0.6;4.2;63.6;151.3;0.4;26.4;313.6;893.5;0.5;10.4;22;37.1;0.9;1.1;144.9;576.8;0.5;12.4;238.2;715.1;0.4;19.9;712.4;1827;0.6;353.4;447.1;522.2;0.3;7.4;130.9;283.2;0.3;5.2;54;142.2;0.5;5;33.5;83.9;0.4;23.6;42.3;80;1.1;13.3;28.5;58;0.4;18.8;34;56;2;1.6;1.6;1.1;2;6;1.5;37.9;50;66.1;0.7;29.8;50;61;2.8;1.8;9;14;18;2.2;1.1;3.3;7.1;13;63;2.3
1496;BU0363KJ04;Amsterdam                               ;Buurt     ;BU0363KJ04;2;0.3;3.1;35.4;108.8;2.3;0.4;2.3;4.8;6.3;14;2.3;3.8;5.3;10;0.5;4.4;58.7;145.1;0.4;24.1;288;844.5;0.5;10.1;22;37.9;0.8;1.6;112;530.3;0.3;11.9;209.9;681.6;0.4;21;619.6;1727;0.7;331;447.1;523.1;0.6;8.4;125.9;276.4;0.6;6.5;52.4;140;0.7;4.3;33.2;81.8;0.6;24.4;41.2;79.9;0.8;14.5;27.7;57.9;0.6;19.6;32.9;55.9;1.7;1.3;1.3;1.3;2.2;6.1;1.8;36.2;50;66.7;0.9;28.9;49.8;60.9;2.9;2;8.7;14;18.1;1.9;1.1;3.2;7.1;13;63.2;2.4
1497;BU0363KJ05;Amsterdam                               ;Buurt     ;BU0363KJ05;2;0.4;4.6;44.6;122.8;3;0.5;3;3.6;7.7;12.8;3;2.6;6.7;9.8;0.3;3.6;71;156.8;0.2;20.5;378.7;962.4;0.6;11.5;22.9;34.5;0.9;3.7;198.3;622;0.3;10.5;296.8;760.8;0.2;26.9;875.2;1938;0.4;376.7;447.8;513;0.4;8.9;133.7;298.3;0.5;3.2;54.8;146.2;0.4;3.4;35.7;86.5;0.2;26.6;43.3;80.2;1.1;14.9;29;58.2;0.2;21.6;34;56;2;1.6;1.6;0.8;1.5;5.5;1.3;41.8;50;61.3;0.8;31.8;50.7;58.6;2.2;1.3;9.6;14;18;2.1;1;3.2;7;13;63;1.7
1498;BU0363KJ06;Amsterdam                               ;Buurt     ;BU0363KJ06;2;0.3;3.1;40.6;118.4;3.1;0.5;3.1;3.5;8;12.8;3.1;2.5;7;9.7;0.4;3.9;63.6;153.1;0.4;20.5;332.1;929.7;0.6;11;22.4;34.4;1;1.7;167.9;605.9;0.4;9.1;258.5;742.5;0.3;31.3;768.8;1890;0.4;372.7;447.3;513.7;0.4;6.2;125.2;285.5;0.8;2.2;52;141.6;0.7;2.3;34.5;84;0.3;26.3;44.1;80.1;1.3;15.3;29.5;58.1;0.3;21;34;56.1;1.6;1.4;1.6;1.1;1.6;5.3;1.5;41;50;60.9;0.9;30.8;50.3;59;2.4;1.5;9.1;14;18;2.1;0.8;3.1;7;12.9;63;1.9
1499;WK0363KK  ;Amsterdam                               ;Wijk      ;WK0363KK  ;2;0.4;4.7;35;100.1;3;0.4;3;2.9;7.9;11.8;3;2;6.9;8.4;0.4;6.9;51.4;137.2;0.4;29.3;254.6;802.8;1.8;10.6;23.6;34;0.5;5.2;107.5;520.2;0.3;14.5;193;654.2;0.3;49.9;550;1676;0.6;335.4;443.5;509.7;0.3;16.1;95.4;243.8;0.4;5.4;43.2;116.1;0.5;3.4;29.4;68.6;0.8;23.1;43;81.5;0.9;12.8;28;59.5;1;18.8;31.3;57;1.2;1.2;2.9;1.6;1.1;4.4;1.4;39.4;50;56.4;0.9;29.4;50.7;58;3.1;1.6;8;14;17.1;3;0.6;3.1;7.2;11.7;62.6;2.1
1500;BU0363KK01;Amsterdam                               ;Buurt     ;BU0363KK01;2;0.3;3.6;39.1;110.2;3.1;0.4;3.1;3;8;12.1;3.1;2;7;9;0.4;5.7;59.1;145.3;0.3;30.2;291.9;889.1;1.2;11;23.6;34;0.7;4.8;144.2;583.8;0.4;11.3;235.5;711.4;0.2;53.3;694.6;1823;0.5;361.7;445.2;510.6;0.5;9.5;104.4;271.3;0.6;2.3;46.4;127.8;0.7;1.7;32.7;74.9;0.7;26.5;45;81.1;1;14.8;30;59.1;0.7;22.1;33.7;56.7;1.3;1.3;2.3;1.4;1.7;4.8;1.3;41.7;50;58;0.8;30;50.8;58;2.6;1.2;8.4;14;17.2;2.8;0.9;3.2;7;12;63;2.1
1501;BU0363KK02;Amsterdam                               ;Buurt     ;BU0363KK02;2;0.4;4.9;35.3;104.4;3.1;0.3;3.1;3;8;12.1;3.1;2;7;8.5;0.3;6.3;53.1;142.1;0.2;30.6;264.8;829.7;1.6;11;23.5;34;0.4;5;112.6;537.4;0.2;13.8;204.9;672.9;0.2;55;582.7;1718;0.7;338.9;443.3;510.1;0.3;15.1;96;257.7;0.4;5.4;44.8;121.1;0.4;3.3;31.2;70.6;1;24.8;43.4;81.3;1.1;13.4;28.4;59.3;1;20.7;31.6;57;1.1;1.1;2.7;1.7;1.2;4.5;1.2;39.9;50;56.5;0.7;29.8;50.7;58;2.9;1.3;8.1;14;17;2.9;0.4;3;7.1;11.7;62.8;2.2
1502;BU0363KK03;Amsterdam                               ;Buurt     ;BU0363KK03;2;0.3;5.9;37.8;100.4;2.9;0.4;2.9;3;8;11.3;2.9;2;7;8;0.4;10.1;52.3;139.2;0.2;37.5;271.6;814.2;1.8;11;23.9;34;0.3;7;104.3;539.4;0.2;21.1;195.2;673.6;0.3;63.3;551.5;1714;0.7;347;443.6;509.2;0.2;23.6;101;245.3;0.5;7.4;46.3;116.9;0.5;5.3;31.6;68.6;1.1;22.9;42.5;81.9;1.1;12.4;27.5;59.9;1.1;18.7;30.4;57;1.3;1.3;3.1;1.5;0.9;4.1;1.3;40.6;50;56;1;29.9;51;58;3.1;1.5;8;14;17;3.1;0.4;3.2;7.9;11.7;62.6;1.9
1503;BU0363KK04;Amsterdam                               ;Buurt     ;BU0363KK04;2;0.2;6.9;38.8;98.9;2.7;0.4;2.7;3;8;11.3;2.7;2;7;8;0.4;9.9;51.9;136;0.3;36.8;259.4;811.8;2;10.8;24;34;0.3;8.1;109.5;542.4;0.3;21;192.2;674.7;0.2;54.6;539.1;1718;0.5;352.6;443.7;509;0.2;23.9;99.5;233;0.2;7;45.8;114.2;0.3;4.4;29.9;67.9;0.8;21.3;42.6;82.2;0.8;12.3;27.6;60.2;0.8;16.5;30;57.2;1.4;1.4;3.4;1.3;0.9;3.9;1.5;40.8;50;56;1.2;30;51;58;3.2;1.8;8;14;17;3.3;0.6;3.3;7.6;11.8;62.5;1.6
1504;BU0363KK05;Amsterdam                               ;Buurt     ;BU0363KK05;2;0.8;2.3;20.7;81.5;3.5;0.9;3.5;2.6;7.7;12;3.5;2;6.7;8.1;0.8;2.9;37.1;118.3;0.9;8.4;158.5;630.3;2.6;8.7;23;34;1;1.2;53.8;370.4;0.4;5.3;115.2;510.7;0.5;14.5;315;1336;0.9;267.1;441.1;508.5;0.3;9.6;70.6;191.1;0.3;5.3;28.8;92.2;0.7;2.3;18.2;57.7;0.4;17.7;41.3;81;0.4;10;26.3;59;1.2;13.7;30;57;1;1.1;3.4;2.1;0.4;4.7;2.1;32.9;50;55;1.1;26.2;50.1;58;3.9;2.4;7.2;14;17;2.9;1;3;6.1;11;62;2.4
1505;BU0363KK06;Amsterdam                               ;Buurt     ;BU0363KK06;2;0.9;0.7;21.5;74.9;3.4;1;3.4;2.2;7;12.5;3.4;2;6;8.7;0.6;1;34.4;110.1;1.1;1.2;156.7;581.6;2.4;8.2;22.7;34.6;1.2;0;51.2;322.4;0.4;1.6;108.7;465.5;0.4;7.7;300.6;1257;0.7;245.8;442.3;509.4;0.5;3;70.1;191.7;0.5;3.3;28.5;92.3;1;0.8;18.1;57.1;0.5;17.9;40.4;80.4;0.5;11.3;25.4;58.4;1.5;13.5;30;56.7;0.8;0.8;3.1;2.2;0.6;5;2.3;31;50;55.4;1;26.5;50;58;3.8;2.3;7.5;14;17.1;2.6;1.1;2.7;6.6;11.1;62;2.7
1506;WK0363KL  ;Amsterdam                               ;Wijk      ;WK0363KL  ;2;0.5;5.8;40.6;100.9;2.4;0.7;2.4;2.9;8;11.3;2.4;1.9;7;8.3;0.5;8.1;53;137.2;0.3;27.4;266.6;820;1.9;10.6;24;34;0.5;7.6;129.5;549;0.3;18.1;204.8;684.9;0.5;46.6;585.9;1729;0.6;356.7;442.4;508.8;0.4;16;99.4;234.7;0.6;4.7;45.8;116.7;0.7;3;30.1;69.1;0.9;22.4;42.5;81.9;0.9;12.9;27.5;59.9;1;17.6;30.4;56.9;1.9;1.4;3.5;1.1;1.4;3.8;1.5;41.1;50;56.2;1.3;30.4;51.5;57.9;2.9;1.8;7.9;14;16.9;3.4;0.5;3.1;7.4;12;62.9;1.5
1507;BU0363KL01;Amsterdam                               ;Buurt     ;BU0363KL01;2;0.5;6;38.9;102.6;2.6;0.6;2.6;3;8;11.1;2.6;2;7;8.1;0.6;9.6;52.2;139.7;0.2;38.4;276.9;836.9;1.8;11.1;24;34;0.3;9.7;134.3;560.4;0.3;20.5;209.3;691.1;0.4;59.9;608.3;1762;0.6;360.2;442.2;509.4;0.2;19.5;99.6;247.2;0.6;6.1;45.7;118.2;0.7;3.7;31.6;68.8;1;22.8;43.2;81.9;1;12.2;28.2;59.9;1;18.6;31.1;56.9;1.6;1.6;3.1;1.2;1.2;4.1;1.2;41.2;50;56.1;1.3;30.1;51.3;58;3;1.5;8;14;17;3.5;0.6;3.2;7.8;12;62.9;1.9
1508;BU0363KL02;Amsterdam                               ;Buurt     ;BU0363KL02;2;0.5;5.6;42;99.5;2.3;0.8;2.3;2.8;8;11.4;2.3;1.8;7;8.4;0.5;6.9;53.6;135.1;0.4;18.5;258.2;806.3;2;10.2;24;34;0.6;5.9;125.7;539.7;0.3;16.2;201.2;679.9;0.5;35.8;567.7;1702;0.5;353.8;442.5;508.2;0.6;13.2;99.1;224.5;0.6;3.6;45.9;115.5;0.7;2.5;28.9;69.3;0.9;22.1;41.9;81.9;0.9;13.4;26.9;59.9;1;16.8;29.8;56.9;2;1.1;3.8;1;1.5;3.5;1.7;41;50;56.3;1.4;30.7;51.7;57.7;2.9;2.1;7.9;14;16.9;3.4;0.4;3;7;12;62.9;1.3
1509;WK0363KM  ;Amsterdam                               ;Wijk      ;WK0363KM  ;2;0.4;5;31.6;92;3;0.4;3;3;8;11.7;3;2;7;8;0.4;6.4;44.4;129.1;0.4;18.1;214.3;744.8;2.3;9.6;23.7;34.1;0.4;4;84.5;480.6;0.4;12.6;159.6;619.2;0.3;30.5;437.9;1563;0.8;325;441.6;508.5;0.3;15.1;85.7;209.5;0.4;5.1;37.6;103.1;0.5;3.5;23;64.4;0.6;18.5;42;81.4;0.6;10.9;27;59.4;0.6;14;29.8;56.8;1.4;1.3;3.7;1.6;0.9;4;1.9;38.2;50;55.7;1.4;28.8;50.8;57.9;3.3;2.2;7.5;14;17;3.4;0.8;3.3;6.9;11.3;62.2;1.8
1510;BU0363KM01;Amsterdam                               ;Buurt     ;BU0363KM01;2;0.2;6.2;38.5;95.9;2.6;0.5;2.6;2.9;8;11.3;2.6;1.9;7;8;0.3;7.2;49;131.6;0.3;18.9;235.3;777.3;2.2;9.6;24;34;0.3;5.7;101.4;512.4;0.3;15.8;178.2;653.3;0.2;34.7;495.1;1635;0.7;342.9;442.4;508.2;0.3;16;94.3;213.7;0.6;4.4;42.7;108.4;0.4;3.5;27.1;66.5;0.5;20.4;41.6;82;0.5;12.2;26.6;60;0.5;15.2;29.5;57;1.7;1.2;3.8;1.3;1.2;3.6;1.9;40;50;56;1.6;29.5;51.1;57.8;3;2.2;7.6;14;16.9;3.5;0.7;3.2;7;11.9;62.6;1.4
1511;BU0363KM02;Amsterdam                               ;Buurt     ;BU0363KM02;2;0.3;3.6;27.4;92;3.3;0.4;3.3;3;8;11.8;3.3;2;7;8.2;0.5;5.3;44;131.3;0.5;25.2;208.9;735.5;2.2;10.9;23.1;34;0.7;2.9;71.2;459.1;0.5;10.4;154.5;599.8;0.4;34;406.4;1542;0.9;305.4;441.3;508.7;0.3;15.8;81.2;224.6;0.3;6.2;35.8;106.6;0.3;3.4;22.2;65.2;1;19.8;42.2;81;1;11.3;27.2;59;1.1;15.8;30;57;1.1;1.1;3.3;1.9;0.6;4.5;1.6;35.5;50;55.6;0.9;28.7;50.2;58;3.5;1.9;8;14;17;2.9;0.5;3;7.1;11;62;2.3
1512;BU0363KM03;Amsterdam                               ;Buurt     ;BU0363KM03;2;0.5;5.3;29.9;91.5;3.1;0.5;3.1;3;8;11.9;3.1;2;7;8;0.5;6.8;42.9;129.2;0.4;18.6;213.2;744;2.4;9.3;23.6;34.1;0.4;4.1;82.3;478;0.4;12.8;157.6;616.8;0.2;29.5;432.8;1562;0.9;323.1;441.6;509;0.2;16.6;82.6;209.7;0.3;6.7;35.9;101.1;0.4;3.9;21.1;63.5;0.6;18.4;42.5;81.4;0.6;10.5;27.5;59.4;0.7;14.4;30;57;1.3;1.4;3.6;1.7;0.6;4.2;1.9;38.3;50;55.6;1.2;28.7;50.8;58;3.5;2.2;7.6;14;17;3.3;0.9;3.3;6.7;11;62;2
1513;BU0363KM04;Amsterdam                               ;Buurt     ;BU0363KM04;2;0.4;4.5;29.7;89.4;2.9;0.4;2.9;3;8;11.9;2.9;2;7;8;0.4;6.2;42.3;125.9;0.3;12.8;202;727;2.5;9;23.9;34.1;0.3;3.1;80.2;471.7;0.3;10.9;149.4;607;0.3;25.7;415.1;1524;0.9;325.1;441.3;508.4;0.3;12.8;84.1;197.1;0.5;4;35.9;98.4;0.6;3.4;21.5;63.1;0.3;16.2;41.8;81.3;0.3;9.8;26.8;59.3;0.3;11.7;29.8;56.5;1.4;1.5;4;1.6;1;3.9;2.1;38.4;50;55.6;1.6;28.4;50.9;58;3.3;2.4;7.2;14;17;3.6;1;3.5;7;11.2;62;1.7
1514;BU0363KM05;Amsterdam                               ;Buurt     ;BU0363KM05;2;1.5;0;13.1;63;4;1.5;4;2;7;11;4;2;6;8;1.7;0;19.9;90;1.6;0;74.6;433.1;3.3;6.2;22.8;34;1.6;0;24;223.7;1.4;0;51.8;345.6;0.6;1.3;149.5;951;1.7;179.8;432.4;505.9;1;0.7;42.6;145.9;0.8;1.5;16.4;75.9;1.4;0;8;50.1;1.3;7.8;37.8;77.3;1.3;6;23.6;55.5;1.8;5.4;28.7;54.3;1.8;1.9;4.1;2.7;0.8;4.9;2.8;24.6;49.4;55;1.9;19.7;48.1;58;4.4;3.1;5.9;14;17;3.7;1.6;3.7;6;11;62;2.7
