ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;Binnen1Km_6;Binnen3Km_7;Binnen5Km_8;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;Binnen5Km_12;Binnen10Km_13;Binnen20Km_14;AfstandTotZiekenhuis_15;Binnen5Km_16;Binnen10Km_17;Binnen20Km_18;AfstandTotGroteSupermarkt_24;Binnen1Km_25;Binnen3Km_26;Binnen5Km_27;AfstandTotOvDagelLevensmiddelen_28;Binnen1Km_29;Binnen3Km_30;Binnen5Km_31;AfstandTotWarenhuis_32;Binnen5Km_33;Binnen10Km_34;Binnen20Km_35;AfstandTotCafeED_36;Binnen1Km_37;Binnen3Km_38;Binnen5Km_39;AfstandTotCafetariaED_40;Binnen1Km_41;Binnen3Km_42;Binnen5Km_43;AfstandTotRestaurant_44;Binnen1Km_45;Binnen3Km_46;Binnen5Km_47;AfstandTotHotelED_48;Binnen5Km_49;Binnen10Km_50;Binnen20Km_51;AfstandTotKinderdagverblijf_52;Binnen1Km_53;Binnen3Km_54;Binnen5Km_55;AfstandTotBuitenschoolseOpvang_56;Binnen1Km_57;Binnen3Km_58;Binnen5Km_59;AfstandTotSchool_60;Binnen1Km_61;Binnen3Km_62;Binnen5Km_63;AfstandTotSchool_64;Binnen3Km_65;Binnen5Km_66;Binnen10Km_67;AfstandTotSchool_68;Binnen3Km_69;Binnen5Km_70;Binnen10Km_71;AfstandTotSchool_72;Binnen3Km_73;Binnen5Km_74;Binnen10Km_75;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;Binnen5Km_96;Binnen10Km_97;Binnen20Km_98;AfstandTotPodiumkunstenTotaal_99;Binnen5Km_100;Binnen10Km_101;Binnen20Km_102;AfstandTotPoppodium_103;AfstandTotBioscoop_104;Binnen5Km_105;Binnen10Km_106;Binnen20Km_107;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;Binnen10Km_111;Binnen20Km_112;Binnen50Km_113;AfstandTotBrandweerkazerne_114
1445;BU0363KA01;Amsterdam                               ;Buurt     ;BU0363KA01;2;0.4;2.3;36.1;102.7;2.9;0.6;2.6;4;6;13.8;2.6;3;5;10.6;0.6;5.3;42.1;136.2;0.2;25.6;230.3;792.8;0.8;11.3;19.9;39.6;0.3;8.7;87.6;438.9;0.3;18.4;155.6;604.7;0.2;46.2;412.8;1507;0.5;265.3;437.5;528;0.2;18.6;114;273.8;0.3;6.1;62.8;137.6;0.4;2.3;38.6;86.4;0.7;13.5;37.8;74.4;0.7;7.9;26.9;55.1;1.4;10.6;29.6;50.7;1.1;1.7;3;1.7;2.8;8.1;2.8;23.5;48.7;68.8;2.4;25.5;43.9;63;3.4;2.9;8;12.4;19;1.9;0.4;3;6.4;17;64;0.9
1446;BU0363KA02;Amsterdam                               ;Buurt     ;BU0363KA02;2;0.9;1.9;39.4;110;2.8;0.9;2.8;4;6;13.9;2.8;3;5;10.9;0.8;3.5;50.4;148.4;0.3;19.7;265.2;896.1;0.9;12.8;20.1;39.5;0.2;9;127.3;541.4;0.4;11.6;189.4;694.6;0.2;47.5;521.1;1720;0.2;322.2;437.1;528.9;0.2;17.7;127.7;280.6;0.6;4.5;67.6;137;0.6;2;39.1;87.1;1.2;12.3;37.5;75.9;1.2;7.9;26.7;55.4;1.3;9.3;29.7;51.1;0.8;1.4;3.4;1.9;2.4;8.3;2.9;28.7;48.8;69;2.6;27.9;43.7;63;3;2.4;9;13;19;2;0.8;2.6;6;17;63.5;1.5
1447;BU0363KA03;Amsterdam                               ;Buurt     ;BU0363KA03;2;0.5;1.8;36;102.8;2.9;0.5;2.8;4;6;13.6;2.8;3;5;10.2;0.3;5.3;42.4;135.9;0.1;25.5;233.1;791;0.4;11.4;20;39.2;0.3;8.3;86.2;437.7;0.3;17.6;156.6;604.7;0.1;46.3;412.5;1510;0.6;265.5;437.5;527.7;0.2;17.9;115;272.6;0.3;6;62.4;136.1;0.6;2;37.9;85.1;0.7;13.5;37.9;74.5;0.7;7.8;26.9;55.4;1.4;10.5;29.7;50.7;1.1;1.8;3;1.6;2.8;8.1;2.8;23.3;48.9;68.9;2.4;25.9;43.9;63;3.4;2.9;7.9;12.4;19;2;0.4;3;6.5;17;64;1
1448;BU0363KA04;Amsterdam                               ;Buurt     ;BU0363KA04;2;0.5;1.8;29.7;93.9;2.9;0.5;2.5;3.7;6;13.7;2.5;3;5;10.4;0.4;5.9;35.5;125.2;0.4;24.7;186;695.1;1;9.6;19.7;39.9;0.2;8;58.1;366.3;0.3;17.8;117.3;528.4;0.2;40.6;315.8;1340;0.7;224.2;437.1;527.1;0.2;18.2;97.2;260.6;0.5;6.4;54.8;131.1;0.8;2;33;80.7;0.3;12.5;37.2;72.8;0.3;7;26.4;53.9;1.5;10.3;29.4;50.2;0.8;2.1;3;1.7;3.3;8.1;2.8;19.2;48.4;68.5;2.4;23.2;43.9;63;3.8;3.3;7;12.1;19;1.4;0.5;3.5;6.5;17;64.4;0.8
1449;BU0363KA05;Amsterdam                               ;Buurt     ;BU0363KA05;2;0.6;1.2;27.4;90.8;2.9;0.5;2.6;3.5;6;13.2;2.6;3;5;10;0.2;5.5;35;122.2;0.4;21.8;177.8;678.5;1.1;9.2;19.5;39.6;0.2;7.1;55.7;362.7;0.3;15.3;111;518;0.2;36.3;303.6;1327;0.9;220.2;436.8;526.6;0.2;15.5;93.7;256.2;0.4;5.4;52.5;127.7;0.9;1.3;30.7;78.2;0.4;12;36.5;72.8;0.4;6.4;25.6;53.8;1.5;9.9;29.3;50.3;0.8;2.3;3;1.7;3.3;8.1;2.8;18.9;48.2;68.4;2.4;22.8;43.9;63;3.8;3.4;7.1;12.1;19;1.4;0.6;3.6;6.4;17;64.4;1
1450;BU0363KA06;Amsterdam                               ;Buurt     ;BU0363KA06;2;1.5;0;12.8;64.1;3.4;1.4;2.9;3;6;13;2.9;3;5;10;1.1;0.1;20.7;83.5;1.2;0.1;84.4;418.1;1.9;6.4;19;39.7;0.7;1.1;21.8;200.3;0.4;2.7;57.2;306;0.2;2.9;158.1;858.4;0.1;133.4;428.1;524;0.6;1.1;58.5;176.1;0.6;1;24.5;91.5;1.3;0;11.5;54.1;1.2;5;28.8;63.7;1.2;4;18.7;46.7;2.4;3;23.7;45;0.9;2.9;3.9;2.5;4.2;9;3.7;6.8;46.7;68;3.3;13;42;63;4.7;4.3;4.7;11;19;1.6;1.4;4.4;6;16;63;1.2
1451;WK0363KB  ;Amsterdam                               ;Wijk      ;WK0363KB  ;2;0.5;2;37.6;105.4;2.3;0.5;2.3;4.1;6;14;2.3;3.1;5;10;0.3;6.6;43.8;140.6;0.2;31;241.8;814.2;1.2;11.3;20.9;39.5;0.2;11.2;96.9;478.5;0.2;21.5;173.5;651;0.1;66.8;478.4;1599;0.7;293.8;439.8;527;0.2;20.6;113.6;280;0.4;6.2;59.2;139.9;0.9;2;34.9;85.8;0.9;17.7;41.5;77.9;0.9;9.6;29.8;57;1;14.6;33;53.3;1.5;2.2;2.4;1.1;2.8;7.6;2.3;26.5;49.2;68.9;1.8;28.6;45.9;62.9;3.2;3;8.5;13.2;19;2.3;0.4;3.2;7;16.2;64.7;1.5
1452;BU0363KB01;Amsterdam                               ;Buurt     ;BU0363KB01;2;0.4;2.1;39.7;107.5;2.4;0.5;2.4;4.1;6;14;2.4;3.1;5;10;0.3;6.3;45.6;144.9;0.2;30.4;256.1;847.9;1.3;11.8;21;39.5;0.2;11.5;109.9;510.1;0.2;21.1;186.3;679.3;0.1;67.9;510.3;1663;0.6;309.7;439.7;526.9;0.2;20.7;119.8;284.1;0.5;5.4;62.6;141.7;1;1.6;37;87.6;1;17.9;41.9;78.1;1;9.6;30.2;57.1;1;14.8;33.3;53.2;1.6;2.2;2.5;1.2;2.7;7.6;2.3;28.3;49.4;69;1.9;29;45.9;63;3.1;2.8;8.8;13.1;19;2.4;0.4;3;7;16.3;64.6;1.5
1453;BU0363KB02;Amsterdam                               ;Buurt     ;BU0363KB02;2;0.8;1.9;34.2;102;2.2;0.6;2.2;4;6;14;2.2;3.2;5;10;0.3;7.1;40.8;133.5;0.3;31.9;218.3;758.6;1.1;10.5;20.8;39.7;0.2;10.8;75.3;426.3;0.2;22;152.3;604.1;0.2;64.9;425.5;1493;0.8;267.5;440;527.2;0.2;20.4;103.4;273.1;0.3;7.4;53.6;136.9;0.9;2.8;31.4;82.9;0.9;17.4;40.9;77.5;0.9;9.4;29.1;56.9;0.9;14.4;32.6;53.5;1.4;2.2;2.3;0.9;2.9;7.5;2.3;23.6;48.9;68.8;1.8;27.9;45.8;62.6;3.5;3.1;7.8;13.4;19;2.2;0.5;3.5;7;16.2;64.9;1.4
1454;WK0363KC  ;Amsterdam                               ;Wijk      ;WK0363KC  ;2;0.4;4;42.5;111.7;2.6;0.4;2.6;4.9;6.4;13.7;2.6;3.9;5.4;10;0.3;6.1;53.1;149.8;0.3;30.7;324.5;893.6;1.5;10.9;21.5;39.2;0.5;6.9;168.8;585.2;0.2;18.4;246;727;0.2;57.6;718.9;1829;0.3;352.7;442.8;527.1;0.4;15.1;122.7;292.7;0.6;5;58.3;145.4;0.4;4.8;33.3;88.4;0.5;21.2;44.5;80.5;0.6;11.7;32.2;58.6;0.5;17.4;36;55.8;1.9;2.3;2.3;1.3;2.2;7;1.6;36.2;50;69;1.1;29.8;49.4;62.9;2.7;2.5;9.6;13.9;19;2.5;0.6;3.4;7.6;14.4;64.8;1.8
1455;BU0363KC01;Amsterdam                               ;Buurt     ;BU0363KC01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1456;BU0363KC02;Amsterdam                               ;Buurt     ;BU0363KC02;2;0.4;3.3;42.1;111.3;2.7;0.4;2.7;4.7;6.4;13.6;2.7;3.7;5.4;10;0.5;5;50.2;149;0.3;26.7;306.6;891.1;1.6;11.6;21.2;39;0.4;8.4;159.7;577.1;0.3;17.3;229;722.4;0.2;59;660;1804;0.3;345.2;440.3;526.8;0.3;15;123.1;291.6;0.5;3.3;60.7;143.2;0.7;2.5;35.5;88;0.7;20.1;43.4;80.3;0.9;11.1;31.3;58.4;0.7;16.5;35;55.3;1.8;2.4;2.6;1.4;2.3;7.3;1.9;34.4;49.9;69;1.3;29.6;48.4;63;2.8;2.6;9.5;13.5;19;2.6;0.6;3.1;7.3;15;64.8;1.8
1457;BU0363KC03;Amsterdam                               ;Buurt     ;BU0363KC03;2;0.5;4.6;40.5;108.6;2.4;0.4;2.4;5;6.1;14;2.4;4;5.1;10;0.2;7.5;48.8;146.2;0.3;34.4;299.6;871.3;1.4;10.2;21.3;39.6;0.5;7.7;152.1;571.8;0.2;20.8;234.4;710;0.2;61.2;677.7;1794;0.4;345.7;442.1;527.1;0.4;17.6;114.6;287.9;0.5;6.2;55.8;144.5;0.3;5.2;31.5;87.8;0.3;21.1;44.9;80.8;0.4;11.9;32.8;58.8;0.3;17.2;36;56;1.8;2.1;2.1;1.2;2.3;7.1;1.6;34.6;50;69;1.2;29.6;49.6;62.9;2.8;2.6;9.1;14;19;2.6;0.5;3.4;7.6;14.7;64.9;1.7
1458;BU0363KC04;Amsterdam                               ;Buurt     ;BU0363KC04;2;0.2;3.9;46.6;117.9;2.8;0.3;2.8;5;7;13.4;2.8;4;6;10;0.3;4.5;64.1;157.3;0.2;28.2;390.9;938;1.3;11.4;22.2;38.7;0.7;3.8;209.9;619.2;0.3;15.2;286.5;763.8;0.2;49.2;860.9;1921;0.2;373.8;446.9;527.2;0.3;10.7;137.3;302.6;0.7;4.6;60.3;149.7;0.4;6.5;34.1;89.9;0.4;22.5;45.1;80.2;0.8;12.1;31.9;58.2;0.4;18.8;37;56;2.2;2.4;2.4;1.4;1.8;6.6;1.1;41;50;68.9;0.7;30.3;50.3;62.8;2.3;2.1;10.9;14;18.9;2.3;0.9;3.7;8;13.1;64.8;2
1459;WK0363KD  ;Amsterdam                               ;Wijk      ;WK0363KD  ;2;0.4;4.9;53.4;125.8;3.1;0.5;2.8;4.4;7.1;12.9;3.1;3.4;6.1;9.9;0.4;5;80;166.6;0.2;36.9;503.8;996.8;1.3;12.9;23.7;36.5;0.4;12.8;325.4;637.3;0.3;25.4;410.1;798.2;0.2;76.3;1144;2003;0.2;377.8;446.5;521.1;0.3;10.2;155.2;315.2;0.5;3.5;62.7;155.1;0.5;5.4;39;91;0.6;24.2;43.8;80.9;0.8;12.7;29.7;58.9;0.6;20.5;35.1;55.9;2.6;2.5;2.5;0.7;1;6;0.6;41.9;50;66;0.7;33.3;51.4;61;1.7;1.2;11;14;18.3;1.9;1.1;3.5;7.6;12.8;63;1.5
1460;BU0363KD01;Amsterdam                               ;Buurt     ;BU0363KD01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1461;BU0363KD02;Amsterdam                               ;Buurt     ;BU0363KD02;2;0.4;4.1;50.1;123.7;3.2;0.4;2.9;5;7;13;3.2;4;6;10;0.4;2.3;75.1;166.3;0.2;23.3;472.4;981.1;1.4;12.6;23.2;38;0.5;2.8;298;632.8;0.2;12;372.9;792.9;0.1;41.7;1078;1986;0.2;377.4;447.2;526.4;0.2;8;156.5;309.6;0.4;4.1;65.1;152.8;0.6;7.7;37.3;91.5;0.8;22.9;44.6;80.9;1.1;11.9;30.6;58.9;0.8;18.9;36.6;56;2.6;2.5;2.5;1.1;1.3;6.4;0.8;41.8;50;68.3;0.5;32.2;51;61.3;1.9;1.7;11;14;18.5;1.9;1.3;3.8;8;13;63.1;1.9
1462;BU0363KD03;Amsterdam                               ;Buurt     ;BU0363KD03;2;0.5;4.6;57.4;124.7;3.5;0.4;2.6;5;7;13.2;3.5;4;6;10.2;0.5;4.5;81.8;169;0.2;27.8;556.2;1005;1.6;12.9;23.9;38;0.3;5.8;368.4;641.2;0.3;20.9;453.7;802.4;0.1;70.5;1229;2014;0.1;379.7;446.6;526.6;0.2;10;170.3;316.9;0.3;3.9;68.7;157.2;0.5;5.8;41.5;93.3;0.8;24.3;44.2;81.1;0.8;13.2;30.1;59.1;0.8;20.3;36.2;56;2.9;2.7;2.7;0.8;1;6.3;0.5;42.3;50;68;0.4;34.5;51.6;61.5;1.5;1.3;11;14;18.6;1.5;1.4;3.6;8;13;63;1.6
1463;BU0363KD04;Amsterdam                               ;Buurt     ;BU0363KD04;2;0.9;2.1;59.5;127.5;3.3;0.8;2.1;4.2;7;13.4;3.3;3.2;6;10.4;0.6;6.2;87.5;168.9;0.3;23.4;637.5;1007;1.6;13;24;37.4;0.6;29.7;470.1;644.1;0.3;27.1;529.2;807.8;0.2;107.7;1393;2023;0.1;380.9;445.6;525.6;0.4;5.8;162.5;323;0.4;2.7;63.1;162.2;0.4;2.4;39.5;94.7;0.9;22.6;44;81.4;1.1;12.2;29.1;59.4;0.9;19.4;35.6;55.6;3.2;3.1;3.1;1.2;0.8;6.1;0.4;42.5;49.9;68.4;0.6;35.5;52;62.2;1;0.9;11;14;19.2;1.4;1.1;3.2;8;12.8;63;1.6
1464;BU0363KD05;Amsterdam                               ;Buurt     ;BU0363KD05;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1465;BU0363KD06;Amsterdam                               ;Buurt     ;BU0363KD06;2;0.3;5.6;48.2;123.6;3.1;0.4;3;5;7;13;3.1;4;6;10;0.5;3.7;78.9;166.8;0.4;31.1;455.7;994.9;1.1;13;23.3;37.1;0.5;5.3;269.3;632.4;0.3;15.3;363.7;791.6;0.4;51.9;1055;1991;0.2;377.1;447.7;522.4;0.3;12.4;157.3;313.3;0.2;4.9;65.6;152;0.2;8.1;40.3;90.2;0.5;23.6;43.3;80.6;1;12;29.3;58.6;0.5;19.6;35.1;56;2.5;2.2;2.2;0.7;1.5;6.1;0.7;41.1;50;66.5;0.4;32.4;51;61;2.1;1.4;11;14;18.1;2.1;1.3;3.8;7.5;13;63;1.8
1466;BU0363KD07;Amsterdam                               ;Buurt     ;BU0363KD07;2;0.4;5.8;50.3;126.7;3;0.4;3;4.4;7;12.8;3;3.4;6;9.8;0.6;5.9;79.2;167.3;0.3;41.9;460.2;1002;1.1;12.9;23.9;35;0.4;12.7;275.2;635.5;0.4;22.8;367;793.6;0.2;73;1075;2001;0.4;375;446.8;516.4;0.2;12.2;154.1;314.8;0.5;3.3;61.3;153;0.3;5.8;39.1;89.2;0.4;24.7;43;80.8;0.7;12.7;29;58.8;0.4;21;34.1;56;2.5;2.2;2.2;0.3;1.2;5.8;0.7;41.3;50;63.4;0.7;32.2;51;60.9;2;1.1;11;14;18;2.1;1;3.5;7.1;13;63;1.5
1467;BU0363KD08;Amsterdam                               ;Buurt     ;BU0363KD08;2;0.4;4.5;54.5;126.4;3;0.9;2.7;3.8;7;12.9;3;2.8;6;9.9;0.4;5.5;81.4;164.6;0.3;42.7;523.6;997.9;1.5;12.8;24;35.9;0.5;19.4;361.2;640.7;0.2;38.7;442.6;799.3;0.2;96.6;1179;2011;0.2;378.4;444.7;517.7;0.7;7.4;142.5;316.8;0.9;2.1;56.1;156.4;0.9;2.6;37.1;90.2;0.3;23.9;43.1;80.7;0.3;11.9;29.1;58.7;0.3;20.7;33.9;55.7;2.7;2.7;2.8;0.8;0.7;5.8;0.4;42;50;65.4;0.9;34.6;51.8;60.6;1.4;1.1;11;14;17.7;1.9;1.1;3.2;7.6;12.6;63;0.8
1468;BU0363KD09;Amsterdam                               ;Buurt     ;BU0363KD09;2;0.3;5.7;56.8;128.6;2.8;0.6;2.8;3.9;7.1;12.4;2.8;2.9;6.1;9.4;0.3;6.8;82.3;165.8;0.2;57.6;514.3;1003;1.2;13.3;24;34.8;0.2;23.7;339.6;639.6;0.1;42.9;435.5;805.7;0.1;112.6;1174;2014;0.3;378.1;445.9;516.1;0.5;12.3;148.7;318.1;0.9;2.4;59;157.3;0.8;3.5;39.5;90;0.4;25.2;43.8;81;0.4;13.2;29.7;59;0.4;21.9;34;56;2.4;2.4;2.4;0.4;0.7;5.5;0.6;42.1;50;64.3;1;34.2;51.7;61;1.5;0.9;11;14;18;2.1;0.8;3.1;7.3;12.4;63;1
1469;BU0363KD10;Amsterdam                               ;Buurt     ;BU0363KD10;2;0.3;6.7;54.1;127.4;2.7;0.4;2.7;3.5;7.4;12.4;2.7;2.5;6.4;9.4;0.4;7.9;81.7;164.6;0.3;55.5;484.4;999.7;1;13.3;24;34.6;0.3;21.1;296.9;637.5;0.3;37.5;393;800.4;0.2;101.1;1114;2006;0.4;377.4;446.7;515.1;0.4;14.5;148.9;317.6;0.8;3.9;60.8;154.6;0.6;4.2;39.4;89.3;0.4;26.7;44;81;0.6;14.7;29.8;59;0.5;22.5;34;56;2.2;2.1;2.1;0.4;1;5.4;0.8;42.1;50;63.2;0.9;32.6;51.2;59.9;1.7;0.8;11;14;18;2.2;0.7;3.3;7.1;12.8;63;1.2
1470;WK0363KE  ;Amsterdam                               ;Wijk      ;WK0363KE  ;2;0.7;3.7;54.1;122.1;2.2;0.9;2.2;2.8;7.5;12.4;2.2;1.8;6.5;9.4;0.3;7.6;79.7;154.9;0.2;47.5;477.4;965.1;1.2;13.4;24;34.6;0.2;25.2;331.6;631.4;0.2;40.8;405.6;774.2;0.1;108.4;1095;1964;0.4;375.3;443.1;510.5;0.5;9;119.4;303.3;0.9;2.6;48.6;150.1;0.9;1.6;35.3;85.4;0.7;24.3;43.6;80.9;0.7;12.8;29;58.9;0.7;20.5;33.1;55.7;2.7;2.6;3.1;1;1.1;5;1;42;50;61.7;1.1;33.8;51.9;59.4;1.7;1.1;10.8;14;18.1;2.5;0.6;2.5;7;12;63;1.5
1471;BU0363KE01;Amsterdam                               ;Buurt     ;BU0363KE01;2;0.5;3;53.6;126.5;2.6;1.1;2.5;3.2;7.1;12.9;2.6;2.2;6.1;9.9;0.4;7.1;78.2;159.3;0.2;49.6;477.9;982.7;1.5;13.6;24;34.8;0.3;26.6;320.2;638.6;0.1;47.2;403.6;787.8;0.1;112.7;1101;1989;0.4;377.9;444.1;511.5;0.7;4;121.5;314.8;1.2;0.5;47.9;155.7;1.2;0.3;35.2;89.3;0.6;24.3;44;80.5;0.6;12.6;29.4;58.5;0.6;21.2;33.9;55.4;2.8;2.8;2.9;1.1;0.8;5.3;0.9;42.2;50;62.7;1.4;34.2;52;59.7;1.5;1.2;11;14;17.8;2.4;0.9;2.6;7.1;12;63;1.1
1472;BU0363KE02;Amsterdam                               ;Buurt     ;BU0363KE02;2;0.6;3.7;60.2;124.7;2.2;1;2.2;2.8;7.7;12.4;2.2;1.8;6.7;9.4;0.2;9.3;87.3;157.1;0.1;55;528.2;974.6;1.3;13.8;24;34.8;0.2;29.7;380.1;638.4;0.1;49.8;456.9;782.2;0.1;132.7;1192;1981;0.4;378.2;443;510.9;0.5;7.1;120;310.3;0.9;2.7;47.9;155.4;0.9;1.6;36.9;87.2;0.9;24.3;43.9;80.9;0.9;12.4;29.2;58.9;0.9;20.4;33;55.6;2.9;2.8;3.2;1.2;1;5;1;42.3;50;61.9;1.2;34.3;52;59.9;1.5;1.3;11;14;18.5;2.4;0.5;2.3;7;12;63;1.5
1473;BU0363KE03;Amsterdam                               ;Buurt     ;BU0363KE03;2;0.7;4.4;50.8;122.7;2.6;0.9;2.6;2.9;7.2;12.5;2.6;1.9;6.2;9.5;0.3;6.1;74.8;155.4;0.3;44.5;449.6;966.2;1.2;12.8;24;34.1;0.4;20;298.3;627.7;0.3;36.7;380.2;778.6;0.1;92.7;1051;1964;0.4;374.9;443.7;510.1;0.6;7.8;125.5;303.2;1;1.1;51.4;147.7;1;0.8;35.5;84.9;0.6;24.4;44;80.6;0.6;13.1;29.6;58.6;0.6;21.1;33.7;55.6;2.5;2.5;2.8;0.8;1;5.3;1;42.1;50;61.5;1.2;33.7;51.7;59.1;1.7;1;10.5;14;17.6;2.5;0.7;2.9;6.8;12;63;1.3
1474;BU0363KE04;Amsterdam                               ;Buurt     ;BU0363KE04;2;0.7;3.7;50.6;120.8;2.3;0.9;2.3;2.8;7.6;12.3;2.3;1.8;6.6;9.3;0.5;6.7;75.6;152.7;0.1;46;449.5;959.3;1.1;13.1;24;34.4;0.3;23.4;308.5;628.7;0.1;36.3;380.5;768.6;0.1;98.7;1039;1954;0.4;373.8;442.7;509.9;0.4;9;113.1;299.1;0.8;2.8;45.9;146.9;0.9;1.6;34.1;83.8;0.7;23.9;43.5;80.8;0.7;12.5;28.9;58.8;0.7;19.9;32.9;55.6;2.6;2.5;3.1;1;1.2;5.1;1.1;41.8;50;61.2;1.1;33.4;51.9;58.8;1.8;1;10.7;14;17.8;2.6;0.6;2.6;7;12;63;1.5
1475;BU0363KE05;Amsterdam                               ;Buurt     ;BU0363KE05;2;0.7;3.8;59.9;117.9;1.5;0.8;1.5;2.1;8;12;1.5;1.1;7;9;0.3;10.2;88.1;152.4;0.2;45.3;518;950.5;1.1;14;24;35;0.1;28.8;381.9;627.4;0.2;40.1;440.7;761;0.1;119.1;1163;1948;0.2;373.6;442.3;511.1;0.4;16.3;123.2;294.9;0.4;5.8;52.1;149.2;0.5;3.4;36.3;83.6;0.8;25.2;43;81.7;0.8;13.9;28;59.7;0.8;20.4;31.9;56.1;2.9;2.2;3.2;0.9;1.4;4.3;1.2;42;50;61.8;0.7;33.7;52;60;1.9;1.2;10.7;14;19;2.6;0.4;1.9;7;12;63;2
1476;WK0363KF  ;Amsterdam                               ;Wijk      ;WK0363KF  ;2;0.4;3.8;48.1;116.5;2.1;0.6;2.1;2.8;8;11.9;2.1;1.8;7;8.9;0.3;7.2;69.3;150.9;0.2;39.3;376.5;938.6;1;12.6;24;34.4;0.2;21.1;244.1;613.3;0.3;26.5;312.2;748.4;0.1;86.5;896.5;1911;0.4;371.7;443.4;510.4;0.3;16.4;111;285.6;0.4;6.5;46.4;138.2;0.6;2.8;33.8;79.9;0.4;25.9;44.4;81.3;0.5;14.2;29.4;59.3;0.5;21.2;32.8;56.2;2.1;1.9;2.9;0.8;1.4;4.7;0.9;42;50;60.4;0.9;31.7;51.7;58.8;2.2;0.9;9.6;14;17.8;2.9;0.6;2.8;7.1;12;63;1.8
1477;BU0363KF01;Amsterdam                               ;Buurt     ;BU0363KF01;2;0.5;5.3;46.4;121.5;2.6;0.7;2.6;3;8;12.2;2.6;2;7;9.2;0.3;7.5;69.2;152.7;0.2;42.4;380.2;960.3;1;12.6;24;34;0.3;19.7;227.1;625;0.3;24;317;763.5;0.1;89;918.2;1939;0.4;375.2;446;511.4;0.2;14.3;118.6;297.3;0.4;4.5;48.6;141.4;0.8;1.9;35.9;81.9;0.4;27.7;45.5;81.3;0.4;15.5;30.5;59.3;0.5;22.7;34;56.3;1.7;1.8;2.3;0.9;1.2;5.1;1;42;50;61.1;1.1;31.6;51.3;58;2;0.7;10.3;14;17.2;2.7;0.6;3.2;7;12;63;1.5
1478;BU0363KF02;Amsterdam                               ;Buurt     ;BU0363KF02;2;0.3;3.8;43.9;118.9;2.4;0.7;2.4;3;8;11.8;2.4;2;7;8.8;0.3;7.2;62.4;151;0.2;50.1;336.7;945.7;0.9;11.9;24;34;0.1;21.5;206.9;616.7;0.2;24.8;281.5;749.1;0.1;94.5;833.3;1912;0.2;371;443.1;510.5;0.3;20;108;289.9;0.3;7.3;44.2;139.5;0.6;3.3;34.2;80.2;0.4;27.6;45.3;81.5;0.4;15.1;30.3;59.5;0.4;22.6;33.4;56.5;1.8;1.8;2.6;1;1.4;4.8;0.6;42;50;59.4;1.1;30.8;51.7;58.1;2.2;0.5;9.3;14;17;2.9;0.5;3;7;12;63;1.7
1479;BU0363KF03;Amsterdam                               ;Buurt     ;BU0363KF03;2;0.3;2.9;47.3;112.8;2;0.5;2;2.7;8;11.7;2;1.7;7;8.7;0.4;6.4;67.2;149.7;0.2;34.4;361.2;923.2;1.1;12.8;24;34.6;0.2;20.6;239.7;604.6;0.3;24.9;299;737.8;0.2;78.6;855.6;1890;0.6;369.3;441.8;509.3;0.3;15.9;102.5;277.8;0.3;7.2;43;135.6;0.4;3.1;31.2;78.8;0.6;24.3;43.5;81.1;0.6;13;28.5;59.1;0.6;19.9;32.1;56.1;2.4;2.1;3.3;0.8;1.6;4.6;0.8;42;50;59.6;0.7;31.8;51.8;59.1;2.3;1.1;9.3;14;18.1;3;0.6;2.6;7;12;63;2.1
1480;BU0363KF04;Amsterdam                               ;Buurt     ;BU0363KF04;2;0.5;3.1;55.2;113;1.5;0.6;1.5;2.3;8;12;1.5;1.3;7;9;0.3;8.2;78.7;149.9;0.2;32.8;429.8;925.3;1.2;13.2;24;35;0.2;23.4;307.2;606.9;0.3;33.9;352.6;742.9;0.1;87.9;984.2;1905;0.4;371.2;442.8;510.4;0.3;16.8;115.8;277;0.5;7.2;50.3;136.5;0.6;3.4;34.2;78.6;0.4;24.4;43.3;81.3;0.4;13.4;28.3;59.3;0.4;20;31.9;56.1;2.6;1.8;3.4;0.4;1.3;4.1;1;42;50;61.5;0.6;32.7;52;60;2.2;1.3;9.6;14;19;2.9;0.6;2.1;7.5;12;63;1.9
