ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;AfstandTotZiekenhuis_15;AfstandTotGroteSupermarkt_24;AfstandTotOvDagelLevensmiddelen_28;AfstandTotWarenhuis_32;AfstandTotCafeED_36;AfstandTotCafetariaED_40;AfstandTotRestaurant_44;AfstandTotHotelED_48;AfstandTotKinderdagverblijf_52;AfstandTotBuitenschoolseOpvang_56;AfstandTotSchool_60;AfstandTotSchool_64;AfstandTotSchool_68;AfstandTotSchool_72;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;AfstandTotPodiumkunstenTotaal_99;AfstandTotPoppodium_103;AfstandTotBioscoop_104;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;AfstandTotBrandweerkazerne_114
1251;BU0363BA01;Amsterdam                               ;Buurt     ;BU0363BA01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1252;BU0363BA02;Amsterdam                               ;Buurt     ;BU0363BA02;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1253;BU0363BA03;Amsterdam                               ;Buurt     ;BU0363BA03;2;4.3;5.5;4.3;5.5;5.5;2.6;2.6;4.7;2.7;1.1;2.1;2.6;4.0;4.1;4.1;2.4;2.4;3.3;2.5;2.6;2.6;4.5;5.4;11.8;4.2;4.5;7.4;5.4;6.5;4.8;5.6;3.6
1254;BU0363BA04;Amsterdam                               ;Buurt     ;BU0363BA04;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1255;BU0363BA05;Amsterdam                               ;Buurt     ;BU0363BA05;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256;BU0363BA06;Amsterdam                               ;Buurt     ;BU0363BA06;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1257;WK0363BB  ;Amsterdam                               ;Wijk      ;WK0363BB  ;3;1.8;5.7;1.8;4.6;5.7;1.7;1.8;2.8;1.3;1.4;1.1;1.9;1.7;1.7;1.7;1.3;2.6;1.3;2.5;3.8;3.8;2.2;3.5;9.5;2.2;1.7;5.1;3.1;4.3;3.0;5.7;3.1
1258;BU0363BB01;Amsterdam                               ;Buurt     ;BU0363BB01;3;3.8;5.2;3.8;5.2;5.2;3.3;3.3;4.4;0.7;2.8;2.7;2.9;3.4;3.8;3.8;2.9;2.9;3.3;0.7;3.3;3.3;3.9;5.1;11.2;3.7;3.9;6.9;4.8;6.1;4.8;5.3;1.0
1259;BU0363BB02;Amsterdam                               ;Buurt     ;BU0363BB02;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1260;BU0363BB03;Amsterdam                               ;Buurt     ;BU0363BB03;3;1.4;5.8;1.4;4.4;5.8;1.4;1.5;2.5;1.4;1.1;0.8;1.7;1.3;1.3;1.3;0.9;2.6;0.9;2.9;3.9;3.9;1.8;3.2;9.1;1.9;1.2;4.8;2.7;4.0;2.6;5.8;3.5
1261;BU0363BB04;Amsterdam                               ;Buurt     ;BU0363BB04;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1262;BU0363BB05;Amsterdam                               ;Buurt     ;BU0363BB05;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263;BU0363BB06;Amsterdam                               ;Buurt     ;BU0363BB06;3;0.6;5.4;0.6;3.7;5.4;0.7;0.7;1.7;0.7;0.4;0.3;0.9;0.5;0.5;0.5;0.5;2.1;0.5;2.5;3.2;3.2;1.1;2.5;8.3;1.2;0.4;4.0;2.0;3.2;1.9;5.1;2.8
1264;BU0363BB07;Amsterdam                               ;Buurt     ;BU0363BB07;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1265;BU0363BB08;Amsterdam                               ;Buurt     ;BU0363BB08;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1266;WK0363EA  ;Amsterdam                               ;Wijk      ;WK0363EA  ;3;1.5;2.8;1.3;2.8;2.8;0.8;1.0;1.6;1.1;0.6;0.5;0.4;0.9;1.0;1.1;1.3;1.3;2.0;0.7;2.1;2.1;1.8;2.5;9.6;2.9;1.7;4.4;2.4;3.6;2.6;2.7;1.6
1267;BU0363EA01;Amsterdam                               ;Buurt     ;BU0363EA01;3;2.3;3.6;2.3;3.6;3.6;1.7;1.7;2.8;1.9;0.3;0.7;0.6;2.1;2.3;2.3;0.6;0.6;1.8;0.8;1.7;1.7;2.5;3.5;9.9;2.3;2.6;5.5;3.5;4.5;3.3;3.6;2.9
1268;BU0363EA02;Amsterdam                               ;Buurt     ;BU0363EA02;3;2.3;3.5;2.3;3.5;3.5;1.6;1.6;2.6;1.8;0.3;0.2;0.6;2.0;2.3;2.3;0.6;0.6;1.8;0.6;1.6;1.6;2.5;3.4;9.8;2.2;2.5;5.5;3.4;4.5;3.2;3.5;2.9
1269;BU0363EA03;Amsterdam                               ;Buurt     ;BU0363EA03;3;1.4;2.7;1.2;2.7;2.7;0.6;0.9;1.5;1.0;0.7;0.5;0.4;0.8;0.8;1.0;1.4;1.4;2.0;0.7;2.2;2.2;1.7;2.4;9.5;3.0;1.6;4.2;2.3;3.5;2.5;2.5;1.5
1270;WK0363EB  ;Amsterdam                               ;Wijk      ;WK0363EB  ;3;0.5;5.0;0.6;3.0;5.0;0.4;0.3;1.1;0.3;0.3;0.2;0.7;0.3;0.5;0.7;1.1;1.6;1.1;2.6;2.6;2.6;0.7;1.8;7.6;0.7;0.7;3.4;1.3;2.5;1.2;4.4;2.2
1271;BU0363EB01;Amsterdam                               ;Buurt     ;BU0363EB01;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1272;BU0363EB02;Amsterdam                               ;Buurt     ;BU0363EB02;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1273;BU0363EB03;Amsterdam                               ;Buurt     ;BU0363EB03;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;BU0363EB04;Amsterdam                               ;Buurt     ;BU0363EB04;2;0.7;5.0;0.7;3.4;5.0;0.4;0.4;1.5;0.4;0.3;0.4;0.5;0.3;0.8;0.8;0.8;1.8;0.8;2.1;3.0;3.0;0.8;2.1;8.1;0.5;0.9;3.7;1.7;2.9;1.6;4.8;2.5
1275;BU0363EB05;Amsterdam                               ;Buurt     ;BU0363EB05;2;0.4;5.1;0.4;3.2;5.1;0.2;0.2;1.2;0.2;0.1;0.2;0.7;0.2;0.8;0.8;0.9;1.8;0.9;2.3;2.8;2.8;0.5;1.9;7.8;0.4;0.9;3.5;1.4;2.7;1.3;4.6;2.3
1276;BU0363EB06;Amsterdam                               ;Buurt     ;BU0363EB06;2;0.4;5.1;0.4;3.1;5.1;0.3;0.2;1.1;0.2;0.2;0.2;1.0;0.4;0.7;1.0;1.1;1.8;1.1;2.6;2.8;2.8;0.4;1.8;7.8;0.4;0.9;3.4;1.3;2.6;1.3;4.5;2.2
1277;BU0363EB07;Amsterdam                               ;Buurt     ;BU0363EB07;2;0.5;5.0;0.5;3.0;5.0;0.4;0.3;1.0;0.3;0.3;0.2;0.6;0.4;0.4;0.5;1.1;1.6;1.1;2.7;2.4;2.4;0.6;1.7;7.6;0.7;0.5;3.3;1.2;2.5;1.1;4.3;2.1
1278;BU0363EB08;Amsterdam                               ;Buurt     ;BU0363EB08;2;0.8;5.0;1.0;2.7;5.0;0.8;0.3;0.8;0.3;0.3;0.2;0.8;0.3;0.2;0.4;1.3;1.3;1.3;3.2;2.0;2.0;1.2;1.6;7.2;1.4;0.4;3.2;1.0;2.2;0.9;3.9;2.3
1279;BU0363EB09;Amsterdam                               ;Buurt     ;BU0363EB09;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;BU0363EB10;Amsterdam                               ;Buurt     ;BU0363EB10;2;0.4;4.7;0.4;2.6;4.7;0.4;0.4;0.7;0.3;0.3;0.2;0.8;0.2;0.3;0.7;1.2;1.3;1.2;2.8;2.5;2.5;0.3;1.4;7.3;0.8;0.7;2.9;0.9;2.1;0.8;4.1;1.7
1281;WK0363EC  ;Amsterdam                               ;Wijk      ;WK0363EC  ;2;0.4;5.4;0.5;3.4;5.4;0.8;0.7;1.4;0.7;0.4;0.3;0.6;0.4;0.3;0.4;0.9;1.9;0.9;2.7;2.6;2.6;1.2;2.2;7.9;1.3;0.5;3.7;1.6;2.9;1.5;4.6;2.6
1282;BU0363EC01;Amsterdam                               ;Buurt     ;BU0363EC01;2;0.4;5.4;0.4;3.5;5.4;0.8;0.7;1.4;0.8;0.4;0.3;0.6;0.3;0.3;0.3;0.8;2.0;0.8;2.6;2.8;2.8;1.1;2.2;8.0;1.2;0.5;3.8;1.6;3.0;1.5;4.8;2.6
1283;BU0363EC02;Amsterdam                               ;Buurt     ;BU0363EC02;2;0.7;5.2;1.2;2.7;5.2;1.1;0.3;1.1;0.3;0.2;0.4;0.8;0.7;0.3;0.7;1.4;1.4;1.4;3.3;1.9;1.9;1.4;1.9;7.1;1.5;0.5;3.5;1.3;2.2;1.2;3.9;2.5
1284;WK0363ED  ;Amsterdam                               ;Wijk      ;WK0363ED  ;2;0.6;1.4;0.6;1.4;1.4;0.5;0.5;0.9;0.7;0.3;0.4;0.6;0.5;0.6;0.5;1.5;1.5;1.5;0.5;2.8;3.1;1.1;1.3;10.0;1.8;1.4;4.1;2.8;2.5;1.4;1.4;2.4
1285;BU0363ED01;Amsterdam                               ;Buurt     ;BU0363ED01;2;0.6;1.7;0.6;1.7;1.7;0.5;0.5;0.8;0.7;0.3;0.4;0.5;0.2;0.3;0.2;1.6;1.6;1.6;0.6;2.9;2.9;1.0;1.6;10.1;1.9;1.2;4.2;2.9;2.8;1.6;1.7;2.1
1286;BU0363ED02;Amsterdam                               ;Buurt     ;BU0363ED02;2;0.4;1.5;0.5;1.5;1.5;0.2;0.2;0.7;0.7;0.2;0.2;0.3;0.4;0.4;0.4;1.5;1.5;1.5;0.4;2.8;2.8;0.9;1.4;10.1;1.7;1.2;4.2;2.9;2.6;1.5;1.5;2.3
1287;BU0363ED03;Amsterdam                               ;Buurt     ;BU0363ED03;2;0.8;0.7;0.7;0.7;0.7;0.6;0.9;1.6;1.0;0.4;0.9;0.7;1.0;1.1;1.1;1.1;1.1;1.1;0.6;2.7;3.7;1.5;1.1;10.1;1.3;2.1;4.2;2.9;1.8;1.5;1.3;3.2
1288;BU0363ED04;Amsterdam                               ;Buurt     ;BU0363ED04;2;0.3;1.4;0.3;1.4;1.4;0.4;0.4;0.7;0.5;0.5;0.2;1.0;0.5;0.5;0.5;1.7;1.7;1.7;0.6;2.9;3.0;0.8;0.7;9.5;2.1;1.1;3.6;2.4;2.5;0.9;0.7;2.3
1289;WK0363EE  ;Amsterdam                               ;Wijk      ;WK0363EE  ;2;0.6;2.2;0.6;2.2;2.2;0.4;0.3;1.0;0.4;0.3;0.2;0.6;0.3;0.4;0.5;1.3;1.3;1.4;1.0;2.8;2.8;1.2;1.7;9.0;2.4;0.8;3.3;1.9;2.6;1.8;1.8;1.3
1290;BU0363EE01;Amsterdam                               ;Buurt     ;BU0363EE01;2;0.7;1.9;0.7;1.9;1.9;0.4;0.3;0.6;0.4;0.3;0.3;0.5;0.3;0.5;0.4;1.8;1.8;1.8;0.7;2.6;2.6;0.8;1.5;9.6;2.5;0.7;3.7;2.4;2.9;1.6;1.7;1.6
1291;BU0363EE02;Amsterdam                               ;Buurt     ;BU0363EE02;2;0.9;2.5;0.5;2.5;2.5;0.4;0.3;1.2;0.5;0.3;0.2;0.6;0.2;0.3;0.7;1.7;1.7;1.7;0.8;2.4;2.4;1.4;2.1;9.1;2.9;1.1;3.6;1.8;3.0;2.2;2.2;1.0
1292;BU0363EE03;Amsterdam                               ;Buurt     ;BU0363EE03;2;0.9;2.6;0.5;2.6;2.6;0.3;0.3;1.3;0.5;0.3;0.2;0.3;0.4;0.6;0.7;1.3;1.3;1.3;1.1;2.7;2.7;1.5;2.1;8.6;2.5;1.0;3.2;1.5;2.7;2.1;2.3;0.7
1293;BU0363EE04;Amsterdam                               ;Buurt     ;BU0363EE04;2;0.4;2.4;0.4;2.4;2.4;0.4;0.3;1.0;0.2;0.3;0.2;0.4;0.3;0.4;0.4;1.1;1.1;1.1;1.2;2.8;2.8;1.2;1.7;8.9;2.4;0.6;3.0;1.8;2.4;1.8;1.9;1.1
1294;BU0363EE05;Amsterdam                               ;Buurt     ;BU0363EE05;2;0.2;2.1;0.5;2.1;2.1;0.5;0.3;1.1;0.2;0.2;0.2;0.9;0.3;0.5;0.5;1.0;1.0;1.0;1.2;3.0;3.0;1.2;1.4;8.7;2.2;0.6;2.9;1.7;2.1;1.5;1.5;1.6
1295;BU0363EE06;Amsterdam                               ;Buurt     ;BU0363EE06;2;0.3;2.2;0.6;2.2;2.2;0.4;0.3;1.3;0.4;0.2;0.2;0.8;0.3;0.4;0.3;0.7;0.7;0.7;1.4;3.2;3.2;1.4;1.5;8.5;2.0;0.8;2.6;1.5;2.0;1.6;1.6;1.4
1296;WK0363EF  ;Amsterdam                               ;Wijk      ;WK0363EF  ;2;0.3;1.7;0.5;1.7;1.7;0.5;0.3;0.7;0.4;0.3;0.2;0.9;0.3;0.4;0.5;1.5;1.5;1.5;0.7;2.9;3.0;0.8;1.0;9.3;2.3;0.8;3.4;2.2;2.5;1.1;1.1;1.9
1297;BU0363EF01;Amsterdam                               ;Buurt     ;BU0363EF01;2;0.2;1.2;0.5;1.2;1.2;0.6;0.2;0.8;0.2;0.3;0.2;0.9;0.3;0.3;0.5;1.4;1.4;1.4;0.6;2.8;3.2;0.6;0.5;9.2;1.9;1.3;3.3;2.1;2.3;0.6;0.6;2.3
1298;BU0363EF02;Amsterdam                               ;Buurt     ;BU0363EF02;2;0.3;1.9;0.5;1.9;1.9;0.5;0.3;0.7;0.5;0.4;0.2;0.9;0.3;0.5;0.5;1.5;1.5;1.5;0.8;2.9;2.9;0.9;1.2;9.3;2.4;0.6;3.4;2.2;2.6;1.3;1.4;1.7
1299;WK0363EG  ;Amsterdam                               ;Wijk      ;WK0363EG  ;2;0.6;3.2;0.7;2.6;3.2;0.6;0.4;1.7;0.3;0.3;0.2;0.8;0.3;0.3;0.7;0.8;0.8;0.8;1.9;3.3;3.3;0.9;1.3;7.9;1.6;1.4;2.4;0.9;2.0;1.6;2.6;0.8
1300;BU0363EG01;Amsterdam                               ;Buurt     ;BU0363EG01;2;1.1;3.6;1.1;3.3;3.6;1.1;0.5;2.0;0.9;0.6;0.6;1.3;0.6;0.8;1.1;1.5;1.5;1.5;1.7;3.3;3.3;1.2;1.8;8.6;2.3;2.0;3.1;1.0;2.8;2.1;3.1;0.5
1301;BU0363EG02;Amsterdam                               ;Buurt     ;BU0363EG02;2;0.6;3.7;0.6;2.9;3.7;0.7;0.4;1.4;0.3;0.3;0.2;0.9;0.4;0.3;0.6;1.1;1.1;1.1;1.9;3.2;3.2;0.7;1.3;8.0;1.8;1.5;2.8;0.4;2.4;1.5;3.2;0.7
1302;BU0363EG03;Amsterdam                               ;Buurt     ;BU0363EG03;2;0.4;2.9;0.5;2.3;2.9;0.5;0.3;1.8;0.3;0.3;0.1;0.9;0.3;0.2;0.6;0.4;0.4;0.4;1.9;3.3;3.3;0.9;1.2;7.9;1.4;1.4;2.1;0.9;1.8;1.6;2.3;0.9
1303;BU0363EG04;Amsterdam                               ;Buurt     ;BU0363EG04;2;0.6;2.5;0.8;2.2;2.5;0.4;0.5;2.1;0.2;0.4;0.2;0.7;0.2;0.2;0.8;0.4;0.4;0.4;1.9;3.3;3.3;1.2;1.3;7.8;1.3;1.2;1.9;1.4;1.6;1.7;1.9;1.0
1304;WK0363EH  ;Amsterdam                               ;Wijk      ;WK0363EH  ;2;0.3;3.8;0.5;2.6;3.8;0.4;0.2;1.1;0.2;0.2;0.1;0.7;0.2;0.3;0.4;0.9;0.9;0.9;2.2;2.8;2.8;0.5;1.1;7.6;1.4;1.2;2.6;0.4;2.1;1.2;3.3;1.1
1305;BU0363EH01;Amsterdam                               ;Buurt     ;BU0363EH01;2;0.3;3.7;0.3;2.7;3.7;0.5;0.2;1.2;0.2;0.2;0.1;0.8;0.2;0.2;0.3;0.8;0.8;0.8;2.0;3.0;3.0;0.4;1.0;7.8;1.5;1.3;2.5;0.2;2.2;1.3;3.1;0.8
1306;BU0363EH02;Amsterdam                               ;Buurt     ;BU0363EH02;2;0.3;3.8;0.5;2.8;3.8;0.3;0.1;1.0;0.1;0.2;0.1;0.5;0.2;0.3;0.3;1.0;1.0;1.0;2.1;2.8;2.8;0.6;1.2;7.6;1.6;1.1;2.7;0.3;2.3;1.1;3.3;1.0
1307;BU0363EH03;Amsterdam                               ;Buurt     ;BU0363EH03;2;0.4;4.1;0.8;2.6;4.1;0.3;0.2;0.7;0.2;0.3;0.2;0.5;0.3;0.3;0.5;1.2;1.2;1.2;2.3;2.5;2.5;0.8;1.3;7.3;1.4;0.8;2.9;0.4;2.2;0.8;3.6;1.2
1308;BU0363EH04;Amsterdam                               ;Buurt     ;BU0363EH04;2;0.2;4.3;0.8;2.6;4.3;0.3;0.2;0.6;0.2;0.3;0.1;0.8;0.1;0.2;0.6;1.2;1.2;1.2;2.6;2.4;2.4;0.8;1.3;7.2;1.3;0.7;2.8;0.7;2.1;0.7;3.7;1.5
1309;BU0363EH05;Amsterdam                               ;Buurt     ;BU0363EH05;2;0.3;4.2;0.8;2.8;4.2;0.2;0.2;0.8;0.2;0.3;0.1;0.7;0.2;0.2;0.5;1.3;1.3;1.3;2.5;2.6;2.6;0.9;1.4;7.4;1.5;0.9;3.0;0.7;2.3;0.9;3.6;1.4
1310;BU0363EH06;Amsterdam                               ;Buurt     ;BU0363EH06;2;0.2;3.5;0.2;2.4;3.5;0.7;0.2;1.5;0.5;0.2;0.1;1.0;0.4;0.3;0.5;0.6;0.6;0.6;2.3;3.0;3.0;0.2;0.8;7.9;1.3;1.5;2.3;0.3;1.9;1.5;2.9;1.1
1311;WK0363EJ  ;Amsterdam                               ;Wijk      ;WK0363EJ  ;2;0.4;3.1;0.4;1.9;3.1;0.3;0.2;1.5;0.3;0.2;0.2;0.5;0.3;0.4;0.5;0.5;0.5;0.5;2.5;2.9;2.9;0.7;0.7;7.5;1.0;0.9;1.7;0.9;1.3;1.2;2.5;0.8
1312;BU0363EJ01;Amsterdam                               ;Buurt     ;BU0363EJ01;2;0.4;3.3;0.3;2.0;3.3;0.4;0.3;1.2;0.4;0.3;0.2;0.6;0.2;0.3;0.6;0.3;0.3;0.3;2.7;2.7;2.7;0.5;0.5;7.5;1.0;1.0;1.9;0.8;1.6;1.2;2.7;0.9
1313;BU0363EJ02;Amsterdam                               ;Buurt     ;BU0363EJ02;2;0.5;2.9;0.5;2.0;2.9;0.3;0.3;1.7;0.3;0.2;0.2;0.5;0.4;0.5;0.6;0.6;0.6;0.6;2.3;3.0;3.0;0.8;0.9;7.6;1.1;0.9;1.8;1.0;1.3;1.4;2.3;0.8
1314;BU0363EJ03;Amsterdam                               ;Buurt     ;BU0363EJ03;2;0.4;2.9;0.3;1.8;2.9;0.3;0.2;1.6;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.7;0.7;0.7;2.3;2.9;2.9;0.9;0.9;7.4;0.9;0.7;1.5;1.1;1.1;1.2;2.3;0.6
1315;WK0363EK  ;Amsterdam                               ;Wijk      ;WK0363EK  ;2;0.4;1.3;0.7;1.3;1.3;0.6;0.2;1.2;0.2;0.3;0.2;0.8;0.5;0.4;0.5;1.4;1.4;1.4;0.7;2.8;3.5;0.6;0.6;9.0;1.9;1.6;3.1;1.9;2.1;0.6;0.7;2.2
1316;BU0363EK01;Amsterdam                               ;Buurt     ;BU0363EK01;2;0.4;1.1;0.8;1.1;1.1;0.7;0.3;1.1;0.3;0.3;0.3;0.7;0.4;0.4;0.4;1.6;1.6;1.6;0.5;2.7;3.5;0.7;0.4;9.3;1.8;1.6;3.4;2.2;2.2;0.7;0.5;2.5
1317;BU0363EK02;Amsterdam                               ;Buurt     ;BU0363EK02;2;0.3;1.1;0.6;1.1;1.1;0.5;0.2;1.2;0.1;0.2;0.3;0.5;0.6;0.3;0.6;1.7;1.7;1.7;0.7;2.6;3.5;0.4;0.5;8.9;1.9;1.7;3.0;1.8;2.1;0.4;0.7;2.2
1318;BU0363EK03;Amsterdam                               ;Buurt     ;BU0363EK03;2;0.3;1.3;0.6;1.3;1.3;0.6;0.2;1.1;0.2;0.3;0.2;0.8;0.6;0.5;0.6;1.4;1.4;1.4;0.8;2.9;3.4;0.5;0.6;8.9;2.0;1.5;3.0;1.8;2.2;0.5;0.8;2.2
1319;BU0363EK04;Amsterdam                               ;Buurt     ;BU0363EK04;2;0.5;1.5;0.6;1.5;1.5;0.6;0.3;1.2;0.3;0.2;0.2;1.0;0.3;0.3;0.3;1.2;1.2;1.2;1.0;3.1;3.6;0.7;0.8;8.6;2.1;1.5;2.8;1.5;2.0;0.7;1.0;1.9
1320;WK0363EL  ;Amsterdam                               ;Wijk      ;WK0363EL  ;2;0.5;2.0;0.5;2.0;2.0;0.4;0.3;1.5;0.4;0.3;0.2;0.8;0.2;0.4;0.5;0.8;0.8;0.8;1.6;3.5;3.6;1.2;1.4;8.2;1.9;1.2;2.4;1.2;1.6;1.2;1.6;1.5
1321;BU0363EL01;Amsterdam                               ;Buurt     ;BU0363EL01;2;0.5;1.8;0.5;1.8;1.8;0.5;0.4;1.4;0.3;0.3;0.2;1.1;0.2;0.3;0.4;0.9;0.9;0.9;1.2;3.3;3.6;1.0;1.1;8.6;2.1;1.2;2.7;1.5;2.0;1.0;1.2;1.8
1322;BU0363EL02;Amsterdam                               ;Buurt     ;BU0363EL02;2;0.3;2.0;0.3;2.0;2.0;0.3;0.2;1.5;0.4;0.2;0.2;0.7;0.2;0.4;0.4;0.7;0.7;0.7;1.6;3.5;3.6;1.1;1.4;8.1;1.8;1.1;2.3;1.0;1.5;1.1;1.6;1.4
1323;BU0363EL03;Amsterdam                               ;Buurt     ;BU0363EL03;2;0.6;2.4;0.6;2.4;2.4;0.5;0.4;1.8;0.6;0.3;0.4;0.6;0.3;0.4;0.8;0.7;0.7;0.7;1.9;3.8;3.8;1.3;1.8;8.1;1.8;1.2;2.2;1.0;1.5;1.4;1.9;1.4
1324;WK0363EM  ;Amsterdam                               ;Wijk      ;WK0363EM  ;2;0.3;1.7;0.5;1.7;1.7;0.4;0.2;1.1;0.2;0.3;0.2;0.8;0.3;0.3;0.5;1.6;1.6;1.7;1.4;2.4;3.9;0.7;1.2;8.5;2.4;1.9;2.6;1.5;1.8;0.7;1.4;2.2
1325;BU0363EM01;Amsterdam                               ;Buurt     ;BU0363EM01;2;0.4;1.3;0.6;1.3;1.3;0.5;0.2;1.3;0.3;0.2;0.2;0.7;0.4;0.3;0.7;1.8;1.8;1.8;1.0;2.4;3.8;0.4;0.8;8.7;2.1;1.9;2.9;1.7;2.0;0.4;1.0;2.2
1326;BU0363EM02;Amsterdam                               ;Buurt     ;BU0363EM02;2;0.3;1.6;0.5;1.6;1.6;0.4;0.1;1.2;0.1;0.3;0.1;0.9;0.3;0.3;0.4;1.5;1.5;1.5;1.3;2.7;4.0;0.6;1.1;8.5;2.3;1.7;2.7;1.5;1.9;0.6;1.3;1.9
1327;BU0363EM03;Amsterdam                               ;Buurt     ;BU0363EM03;2;0.4;1.7;0.3;1.7;1.7;0.3;0.3;1.0;0.4;0.2;0.2;0.8;0.2;0.2;0.5;1.5;1.5;1.5;1.4;2.1;3.9;0.8;1.2;8.4;2.5;2.2;2.6;1.5;1.7;0.8;1.4;2.4
1328;BU0363EM04;Amsterdam                               ;Buurt     ;BU0363EM04;2;0.4;2.0;0.5;2.0;2.0;0.5;0.1;0.9;0.3;0.4;0.2;0.8;0.4;0.4;0.4;1.7;1.7;1.8;1.6;2.4;4.0;0.9;1.4;8.3;2.5;2.0;2.4;1.4;1.6;0.7;1.6;2.2
1329;WK0363EN  ;Amsterdam                               ;Wijk      ;WK0363EN  ;2;0.4;2.1;0.6;2.1;2.1;0.4;0.3;0.9;0.2;0.3;0.2;0.4;0.3;0.3;0.4;1.3;1.3;1.3;1.7;3.0;3.9;1.0;1.5;8.1;2.1;1.4;2.2;1.1;1.5;0.8;1.7;1.6
1330;BU0363EN01;Amsterdam                               ;Buurt     ;BU0363EN01;2;0.6;1.8;0.6;1.8;1.8;0.3;0.2;1.1;0.2;0.2;0.1;0.6;0.2;0.4;0.2;1.2;1.2;1.2;1.5;3.1;3.9;0.8;1.2;8.2;2.1;1.3;2.4;1.1;1.6;0.8;1.5;1.5
1331;BU0363EN02;Amsterdam                               ;Buurt     ;BU0363EN02;2;0.5;2.1;0.5;2.1;2.1;0.4;0.2;1.1;0.3;0.3;0.1;0.5;0.1;0.2;0.3;1.1;1.1;1.1;1.7;3.2;3.8;1.0;1.5;8.1;1.9;1.2;2.2;0.9;1.4;0.9;1.7;1.4
1332;BU0363EN03;Amsterdam                               ;Buurt     ;BU0363EN03;2;0.2;2.1;0.7;2.1;2.1;0.5;0.3;0.6;0.1;0.3;0.2;0.2;0.4;0.5;0.4;1.5;1.5;1.5;1.8;2.7;4.1;0.9;1.5;8.1;2.3;1.6;2.2;1.1;1.4;0.7;1.8;1.8
1333;BU0363EN04;Amsterdam                               ;Buurt     ;BU0363EN04;2;0.4;2.3;0.7;2.3;2.3;0.6;0.3;0.7;0.2;0.4;0.2;0.4;0.4;0.3;0.4;1.5;1.5;1.5;1.9;2.8;4.1;1.0;1.7;8.1;2.2;1.5;2.2;1.1;1.4;0.7;1.9;1.8
1334;WK0363EP  ;Amsterdam                               ;Wijk      ;WK0363EP  ;2;0.4;2.6;0.7;2.3;2.6;0.4;0.2;0.8;0.2;0.2;0.1;0.4;0.3;0.6;0.5;1.2;1.2;1.3;2.3;3.1;3.6;0.6;1.8;7.4;1.6;1.0;1.6;0.6;0.8;0.6;2.3;1.2
1335;BU0363EP01;Amsterdam                               ;Buurt     ;BU0363EP01;2;0.4;2.5;0.6;2.2;2.5;0.4;0.2;1.1;0.1;0.2;0.1;0.3;0.2;0.5;0.5;1.1;1.1;1.1;2.1;3.2;3.3;0.7;1.6;7.4;1.4;0.7;1.6;0.4;0.8;0.8;2.1;0.9
1336;BU0363EP02;Amsterdam                               ;Buurt     ;BU0363EP02;2;0.4;2.7;0.7;2.4;2.7;0.3;0.2;0.6;0.2;0.2;0.1;0.4;0.4;0.6;0.5;1.3;1.3;1.3;2.3;3.0;3.7;0.5;1.9;7.4;1.8;1.2;1.6;0.7;0.8;0.4;2.4;1.3
1337;WK0363EQ  ;Amsterdam                               ;Wijk      ;WK0363EQ  ;2;0.3;2.9;0.5;1.8;2.9;0.2;0.2;1.3;0.2;0.2;0.1;0.3;0.3;0.4;0.4;0.9;1.0;0.9;2.6;3.0;3.0;0.7;1.2;7.0;1.1;0.5;1.2;0.8;0.5;0.9;2.5;0.6
1338;BU0363EQ01;Amsterdam                               ;Buurt     ;BU0363EQ01;2;0.3;2.9;0.5;1.8;2.9;0.2;0.2;1.3;0.2;0.2;0.1;0.3;0.3;0.4;0.4;0.9;1.0;0.9;2.6;3.0;3.0;0.7;1.2;7.0;1.1;0.5;1.2;0.8;0.5;0.9;2.5;0.6
